名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
巫姑,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：巫姑，古代神话中的女巫形象，身着古朴的长袍，头戴精致的银饰，手持法杖，面容神秘而庄重。她站在古老的祭坛前，周围环绕着飘渺的雾气和闪烁的星辰，背景是幽暗的山林和古老的神庙。画面采用传统中国美学的彩色水墨风格，色彩以深蓝、墨绿和金色为主，展现出一种神秘而庄严的氛围。,人物\人名\巫姑.png,wugu（巫姑）,"prompt: Wu Gu, the image of a witch in ancient mythology, dressed in a quaint robe, wearing exquisite silver jewelry, holding a staff, and a mysterious and solemn face. She stood in front of an ancient altar, surrounded by ethereal mist and twinkling stars, with dark mountains and ancient temples in the background. The painting adopts the color ink style of traditional Chinese aesthetics, with colors dominated by dark blue, dark green and gold, showing a mysterious and solemn atmosphere."
無骨,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一个名为無骨的人物，身体轻盈如同云雾，面容清秀，长发飘逸，穿着淡雅的长袍，仿佛可以随风而动。背景是山海经中的奇幻山水，画面采用传统中国美学的彩色水墨风格，色调柔和，充满神秘与诗意。,人物\人名\無骨.png,wugu（無骨）,"Prompt: A figure named Boneless, with a body as light as clouds, a delicate face, long flowing hair, and an elegant robe, as if it can move with the wind. The background is the fantasy landscape in the Classic of Mountains and Seas, and the picture adopts the color ink style of traditional Chinese aesthetics, with soft tones, full of mystery and poetry."
呉回,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"竒左,是無右臂,",prompt: 呉回，古代神话人物，无右臂，左臂异常强壮，身穿古朴的长袍，头戴冠冕，面容威严，背景为山海经中的奇幻山水，整体风格参考古代插画和传统中国美学的彩色水墨风格。,人物\人名\呉回.png,wuhui（呉回）,"prompt: Wu Hui, an ancient mythological figure, has no right arm, his left arm is unusually strong, wearing a simple robe, a crown, a majestic face, the background is a fantasy landscape in the Classic of Mountains and Seas, and the overall style refers to the color ink style of ancient illustrations and traditional Chinese aesthetics."
王亥,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"兩手操鳥,方食其（鳥）頭,王亥託于有易河伯僕牛,有易殺王亥取僕牛,",prompt: 王亥两手各持一只鸟，正在吃其中一只鸟的头，背景为有易河畔，王亥身旁有一群牛，远处有易族人正悄悄接近，准备袭击王亥。画面采用古代插画风格，以传统中国美学的彩色水墨表现，色彩古朴典雅，线条流畅细腻。,人物\人名\王亥.png,wanghai（王亥）,"Prompt: Wang Hai held a bird in each hand, eating the head of one of the birds, the background was the Yi River, there was a herd of cows beside Wang Hai, and a Yi clan was quietly approaching in the distance, preparing to attack Wang Hai. The picture adopts the style of ancient illustration, expressed in the color ink of traditional Chinese aesthetics, with simple and elegant colors and smooth and delicate lines."
巫即,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 巫即，一位神秘的古代巫师，身穿华丽的长袍，手持法杖，站在古老的祭坛前。他的面容庄重而深邃，眼神中透露着智慧与力量。背景是幽暗的森林和古老的神庙，月光洒在他的身上，增添了一丝神秘的气息。画面采用传统中国美学的彩色水墨风格，线条流畅，色彩柔和而富有层次感。,人物\人名\巫即.png,wuji（巫即）,"prompt: Witch, a mysterious ancient sorcerer wearing a magnificent robe and holding a staff, standing in front of an ancient altar. His face is solemn and deep, and his eyes reveal wisdom and strength. The background is a dark forest and an ancient temple, and the moonlight shines on him, adding a touch of mystery. The picture adopts the color ink style of traditional Chinese aesthetics, with smooth lines and soft and layered colors."
巫禮,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一位古代巫師，名為巫禮，身穿傳統的長袍，頭戴精美的玉冠，手持一根雕刻著神秘符文的法杖。背景是遠古的祭祀場景，周圍擺放著青銅器和玉器，整體風格參考古代插畫和傳統中國彩色水墨風格。,人物\人名\巫禮.png,wuli（巫禮）,"Prompt: An ancient sorcerer named Wu Li, dressed in a traditional robe, wearing an exquisite jade crown and holding a staff carved with mysterious runes. The background is an ancient sacrificial scene, surrounded by bronze and jade, and the overall style references ancient illustrations and traditional Chinese color ink style."
巫羅,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代巫师巫羅，身着华丽的长袍，手持法杖，站在神秘的祭坛前，周围环绕着烟雾和符咒，背景是古老的山林，画面采用传统中国美学的彩色水墨风格，展现出一种神秘而庄严的氛围。,人物\人名\巫羅.png,wuluo（巫羅）,"prompt: The ancient wizard Wu Luo, dressed in a gorgeous robe and holding a staff, stands in front of a mysterious altar, surrounded by smoke and charms, with ancient mountains and forests in the background, and the picture adopts the colorful ink style of traditional Chinese aesthetics, showing a mysterious and solemn atmosphere."
巫履,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"開明東,夾窫窳之尸,皆操不死之藥以距之,",prompt: 巫履，开明东，夹窫窳之尸，皆操不死之药以距之，古代神话人物，身着古朴的巫师长袍，手持不死之药，面容严肃而神秘，背景为山海经中的幽暗森林，传统中国美学的彩色水墨风格，画面充满神秘与古老的气息。,人物\人名\巫履.png,wulv（巫履）,"Prompt: Witch shoes, enlightened east, the corpse of Jia Yaoyu, all of them use the medicine of immortality to resist it, ancient mythological characters, dressed in simple wizard robes, holding the medicine of immortality, the face is serious and mysterious, the background is the dark forest in the classic of mountains and seas, the color ink style of traditional Chinese aesthetics, the picture is full of mystery and ancient atmosphere."
沃民,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"是處沃之野,鳯鳥之夘是食,甘露是飲,凡其所欲其味盡存,",prompt: 沃民，身处沃之野，凤鸟在其旁翩翩起舞，他以甘露为饮，四周果实累累，凡其所欲其味尽存，画面采用古代插画风格和传统中国美学的彩色水墨风格，背景是茂密的森林与清澈的溪流，沃民身着古朴服饰，面容祥和，周围环绕着各种奇花异草，展现出一种宁静和谐的自然景象。,人物\人名\沃民.png,womin（沃民）,"prompt: Wo Min, in the fertile field, the phoenix bird dances beside it, he drinks with nectar, surrounded by fruits, all the taste is there, the picture adopts the color ink style of ancient illustration style and traditional Chinese aesthetics, the background is dense forests and clear streams, Wo Min is dressed in simple costumes, his face is peaceful, surrounded by a variety of exotic flowers and plants, showing a peaceful and harmonious natural scene."
巫盼,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代巫师巫盼，身着传统巫觋服饰，手持法杖，法杖上缠绕着神秘的符文和藤蔓，周围环绕着淡淡的烟雾。他站在山巅之上，背景是远古时期的山水，天空中飘浮着祥云，色彩以淡雅的水墨风格为主，融合了古代插画的细腻线条和传统中国美学的意境。,人物\人名\巫盼.png,wupan（巫盼）,"prompt: The ancient wizard Wu Pan, dressed in traditional witch costume, holds a staff wrapped in mysterious runes and vines, surrounded by a faint mist of smoke. He stands on the top of a mountain, with ancient landscapes in the background, auspicious clouds floating in the sky, and the colors are mainly in the elegant ink style, integrating the delicate lines of ancient illustrations and the artistic conception of traditional Chinese aesthetics."
巫彭,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：巫彭，上古时期著名医师，身着古老长袍，手持药草与法杖，面容慈祥而智慧。背景为远古山林，云雾缭绕，充满神秘气息。画面采用传统中国彩色水墨风格，线条流畅，色彩淡雅，展现出浓厚的古典美学。,人物\人名\巫彭.png,wupeng（巫彭）,"prompt: Wu Peng, a famous physician in ancient times, dressed in ancient robes, holding herbs and staffs, with a kind and wise face. The background is an ancient mountain forest, shrouded in clouds and mist, full of mystery. The picture adopts traditional Chinese color ink style, with smooth lines and elegant colors, showing a strong classical aesthetic."
巫彭,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"開明東,夾窫窳之尸,皆操不死之藥以距之,",prompt: 巫彭，开明东，夹窫窳之尸，皆操不死之药以距之。巫彭身穿古代巫师的长袍，头戴高冠，手持不死之药，站在开明东的位置，身旁是被夹持的窫窳之尸。背景为古老神秘的山海经世界，画面采用传统中国美学的彩色水墨风格，色彩古朴而深邃，充满神话气息。,人物\人名\巫彭.png,wupeng（巫彭）,"Prompt: Wu Peng, the enlightened east, and the corpses of the sandwich are all wielding immortal elixirs to resist them. Wu Peng wore the robe of an ancient wizard, wore a high crown, and held the elixir of immortality, standing in the position of Enlightened East, beside the clamped corpse of Yaoyu. The background is the ancient and mysterious world of the Classic of Mountains and Seas, and the picture adopts the color ink style of traditional Chinese aesthetics, with simple and deep colors, full of mythological atmosphere."
吴權,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"伯陵同吴權之妻阿女縁婦,",prompt: 伯陵同吴權之妻阿女縁婦，古代中国风格，彩色水墨画，吴權身穿华丽的古代服饰，头戴冠冕，面容英俊，眼神坚定，站在庭院中，背景是古典园林，旁边是他的妻子阿女縁婦，她穿着精致的汉服，长发披肩，温婉贤淑，两人手牵手，画面充满和谐与爱意，细节丰富，色彩淡雅，展现出传统中国美学。,人物\人名\吴權.png,wuquan（吴權）,"Prompt: Bo Ling and Wu Quan's wife A Nu Yuan Fu, ancient Chinese style, color ink painting, Wu Quan wearing gorgeous ancient costumes, wearing a crown, a handsome face, firm eyes, standing in the courtyard, the background is a classical garden, next to his wife A Nu Yuanfu, she is wearing exquisite Hanfu, long hair shawl, gentle and virtuous, the two hold hands, the picture is full of harmony and love, rich in details, elegant colors, showing traditional Chinese aesthetics."
文王,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一位智慧而仁慈的君主，身穿华丽的古代王袍，头戴冠冕，手持玉圭，面容慈祥，眼神中透露出深邃的智慧。背景是周朝宫殿，古朴典雅，四周有侍从恭敬地站立。画面采用传统中国美学的彩色水墨风格，线条流畅，色彩淡雅，展现出文王的威严与仁德。,人物\人名\文王.png,wenwang（文王）,"Prompt: A wise and benevolent monarch, dressed in a magnificent ancient royal robe, wearing a crown on his head, holding a jade jade, with a kind face and deep wisdom in his eyes. In the background is the Zhou Dynasty palace, simple and elegant, surrounded by attendants standing respectfully. The picture adopts the color ink style of traditional Chinese aesthetics, with smooth lines and elegant colors, showing the majesty and benevolence of King Wen."
巫咸,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：巫咸，古代传说中的神医和占卜师，身着古朴长袍，手持一根灵蛇缠绕的木杖，面容慈祥而智慧。背景为云雾缭绕的山林，色彩以淡雅的水墨风格为主，点缀以金色和翠绿，展现出神秘而庄严的氛围。,人物\人名\巫咸.png,wuxian（巫咸）,"prompt: Wu Xian, an ancient legendary miracle doctor and diviner, dressed in a simple robe and holding a wooden staff wrapped around a spirit snake, with a kind and wise face. The background is cloudy mountains and forests, and the colors are mainly in the elegant ink style, embellished with gold and emerald green, showing a mysterious and solemn atmosphere."
巫謝,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一位名为巫謝的古代巫师，身着华丽的长袍，手持法杖，头戴羽冠，站在古老的祭坛旁，周围环绕着神秘的符文和烟雾。画面采用传统中国美学的彩色水墨风格，背景为幽暗的森林和古老的神庙，营造出一种神秘而庄严的氛围。,人物\人名\巫謝.png,wuxie（巫謝）,"prompt: An ancient sorcerer named Wu Xie, dressed in ornate robes, holding a staff and wearing a crown of feathers, stood by an ancient altar, surrounded by mysterious runes and smoke. The painting adopts the color ink style of traditional Chinese aesthetics, with a dark forest and ancient temples in the background, creating a mysterious and solemn atmosphere."
巫相,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"開明東,夾窫窳之尸,皆操不死之藥以距之,",prompt: 巫相，开明东，夹窫窳之尸，皆操不死之药以距之。画面中，巫相身着古朴的长袍，手持不死之药，站在开明东的方向，面对着窫窳的尸体。背景为山海经中的神秘景象，采用传统中国美学的彩色水墨风格，线条流畅，色彩淡雅，充满神话气息。,人物\人名\巫相.png,wuxiang（巫相）,"Prompt: The witch phase, the enlightened east, and the corpses of the cave are all wielding immortal elixirs to resist them. In the picture, Wu Xiang is dressed in a simple robe, holding the elixir of immortality, standing in the direction of Kai Mingdong, facing the corpse. The background is the mysterious scene in the Classic of Mountains and Seas, using the color ink style of traditional Chinese aesthetics, with smooth lines, elegant colors, and full of mythological atmosphere."
巫陽,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"開明東,夾窫窳之尸,皆操不死之藥以距之,",prompt: 巫陽，开明东，夹窫窳之尸，皆操不死之药以距之。画面中，巫阳身着古朴的长袍，手持不死之药，站在开明东的位置，身旁是被夹持的窫窳之尸。背景为山海经中的神秘场景，色彩采用传统中国美学的彩色水墨风格，线条流畅，意境深远。,人物\人名\巫陽.png,wuyang（巫陽）,"Prompt: Wuyang, enlightened east, and the corpses of Yaoyu, all wielding immortal elixirs to resist them. In the picture, Wu Yang is dressed in a simple robe, holding the elixir of immortality, standing in the position of Kai Mingdong, beside the clamped corpse of Yaoyu. The background is the mysterious scene in the Classic of Mountains and Seas, and the color adopts the color ink style of traditional Chinese aesthetics, with smooth lines and far-reaching artistic conception."
巫真,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：巫真，一位神秘的古代巫师，身穿华丽的长袍，头戴羽毛装饰的高冠，手持法杖，法杖上雕刻着奇异的符文。他站在一片古老的森林中，周围环绕着淡淡的雾气，月光透过树梢洒下，营造出一种神秘而庄严的氛围。他的面容严肃而专注，眼神深邃，仿佛能洞察世间一切秘密。整体画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，展现出一种古朴而神秘的美感。,人物\人名\巫真.png,wuzhen（巫真）,"Prompt: Wu Zhen, a mysterious ancient sorcerer, wears a magnificent robe, a high crown decorated with feathers, and holds a staff with strange runes carved on it. He stood in an ancient forest, surrounded by a faint mist and moonlight shining through the treetops, creating a mysterious and solemn atmosphere. His face was serious and focused, and his eyes were deep, as if he could see into all the secrets of the world. The overall picture adopts the color ink style of traditional Chinese aesthetics, with elegant colors and smooth lines, showing a simple and mysterious beauty."
戯,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"帝舜生戲,",prompt: 画一个名为戯的人物，他是帝舜的儿子。画面中，戯身穿古代服饰，头戴冠冕，面容温和而庄重。背景为古代宫廷，采用传统中国美学的彩色水墨风格，展现出一种古典而优雅的氛围。,人物\人名\戯.png,hu（戯）,"prompt: Draw a character named Ji, who is the son of Emperor Shun. In the picture, Xie is wearing ancient costumes, wearing a crown, and his face is gentle and solemn. The background is an ancient court, using a colorful ink style with traditional Chinese aesthetics, showing a classical and elegant atmosphere."
脩鞈,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"役采生脩鞈,脩鞈殺綽人,",prompt：役采生脩鞈，脩鞈殺綽人，描绘一位来自《山海经》中的神秘人物脩鞈。他身着古朴的长袍，手持一把古老的青铜剑，面容坚毅而冷峻。背景为荒凉的山野，远处有几座古老的村落，天空中飘着淡淡的云雾。画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，展现出一种古朴而神秘的氛围。,人物\人名\脩鞈.png,xiuge（脩鞈）,"prompt: Xiu Qian kills the people, depicting a mysterious character from the ""Classic of Mountains and Seas"". He was dressed in a quaint robe, holding an ancient bronze sword, and his face was resolute and cold. The background is desolate mountains, with several ancient villages in the distance, and faint clouds drifting in the sky. The picture adopts the color ink style of traditional Chinese aesthetics, with elegant colors and smooth lines, showing a simple and mysterious atmosphere."
赤國妻氏,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一位身着华丽古装的女子，面容端庄美丽，头戴金冠，服饰上绣有繁复的花纹，手持一把精致的扇子，背景为古代宫廷场景，色彩以红色为主调，融合传统中国美学的彩色水墨风格，展现出赤國妻氏的高贵与典雅。,人物\人名\赤國妻氏.png,chiguoqishi（赤國妻氏）,"prompt: A woman dressed in a gorgeous ancient costume, with a dignified and beautiful face, wearing a gold crown, embroidered with intricate patterns on her clothing, holding a delicate fan, with an ancient court scene in the background, the color is mainly red, integrating the colorful ink style of traditional Chinese aesthetics, showing the nobility and elegance of the wife of the Red Kingdom."
夏后開,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西南海之外,赤水之南,流沙之西,珥兩青蛇,乘兩龍,開上三嬪於天,得九辯與九歌以下,開焉得始歌九招,",prompt: 夏后开，西南海之外，赤水之南，流沙之西，珥两青蛇，乘两龙，开上三嫔于天，得九辩与九歌以下，开焉得始歌九招。画面中，夏后开身着华丽的古代服饰，头戴冠冕，耳挂两条青色的蛇，骑在两条威武的龙上，背景是神秘的山水景色，采用传统中国美学的彩色水墨风格，展现出神话般的氛围。,人物\人名\夏后開.png,xiahoukai（夏后開）,"prompt: After the Xia Dynasty, outside the southwest sea, south of the red water, west of the quicksand, two green snakes are worn, two dragons are ridden, and the three concubines are opened in the sky, and the nine debates and nine songs are obtained, and the opening is the beginning of the song and the nine moves. In the picture, Xia Hou Kai is dressed in gorgeous ancient costumes, wearing a crown, two cyan snakes hanging from his ears, riding on two majestic dragons, with a mysterious landscape scenery in the background, using the colorful ink style of traditional Chinese aesthetics, showing a mythical atmosphere."
夏后啓,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"於此（大樂之野）儛九代,乗兩龍,雲盖三層,左手操翳,右手操環,佩玉璜,",prompt: 夏后啓在大樂之野翩翩起舞，九代鸟环绕飞翔，他乘坐着两条神龙，头顶三重云盖，左手持着华丽的羽扇，右手握着玉环，身上佩戴着精美的玉璜，整体画面充满神秘与庄重，采用传统中国美学的彩色水墨风格，背景为祥云缭绕、山川秀美的仙境。,人物\人名\夏后啓.png,xiahouqi（夏后啓）,"He rode two divine dragons, with a triple cloud cover above his head, holding a gorgeous feather fan in his left hand, holding a jade ring in his right hand, wearing a beautiful jade huang, the overall picture is full of mystery and solemnity, using the color ink style of traditional Chinese aesthetics, and the background is a fairyland surrounded by auspicious clouds and beautiful mountains and rivers."
夏桀,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 夏桀，中国历史上著名的暴君，身穿华丽的龙袍，头戴王冠，手持权杖，面容威严但略带阴鸷。背景为商朝宫殿，风格参考古代插画和传统中国美学的彩色水墨画，画面中可见宫殿的宏伟与奢华，以及象征权力的玉器、青铜器等物品。,人物\人名\夏桀.png,xiajie（夏桀）,"prompt: Xia Jie, a famous tyrant in Chinese history, wore a gorgeous dragon robe, a crown, and a scepter, with a majestic but slightly gloomy face. The background is the palace of the Shang Dynasty, the style refers to ancient illustrations and colorful ink paintings of traditional Chinese aesthetics, and the grandeur and luxury of the palace can be seen in the picture, as well as jade, bronze and other items symbolizing power."
