名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
長臂國,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在其（周饒國）東,捕魚水中兩手各操一魚,一曰在焦僥東捕魚海中,",prompt: 长臂国的人们在海中捕鱼，他们有着异常长的手臂，能够轻松地在水中捕捉到鱼。画面中，两个人物站在浅海中，双手各持一条大鱼，背景是波涛汹涌的海水和远处的海岸线。风格参考古代插画，使用传统中国美学的彩色水墨技法，注重线条流畅和色彩淡雅，展现出古老神话中的奇幻景象。,地名\郡国名\長臂國.png,zhangbiguo（長臂國）,"Prompt: The people of the Long-Arm Nation fish in the sea, and they have unusually long arms that allow them to catch fish in the water with ease. In the picture, two figures stand in the shallow sea, each holding a large fish, with rough waters and a distant coastline in the background. The style refers to ancient illustrations, using the color ink technique of traditional Chinese aesthetics, focusing on smooth lines and elegant colors, showing the fantasy scene in ancient mythology."
城都,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一座古色古香的城池，四周环绕着高大的城墙，城墙上插满了五彩斑斓的旗帜。城门上方悬挂着一块巨大的匾额，上面用篆书写着“城都”二字。城内街道宽敞，两旁是各式各样的古代建筑，屋顶上覆盖着青瓦，屋檐下挂着红色灯笼。远处可见巍峨的宫殿和塔楼，整个城市充满了浓厚的古代中国气息。画面采用传统中国美学的彩色水墨风格，色彩柔和而富有层次感，展现出城都郡国的繁荣与宁静。,地名\郡国名\城都.png,chengdou（城都）,"Prompt: A quaint city surrounded by tall walls filled with colorful flags. A huge plaque hangs above the city gate, on which the word ""city capital"" is written in seal script. The streets of the city are spacious, lined with a variety of ancient buildings, with roofs covered with blue tiles and red lanterns hanging from under the eaves. Towering palaces and towers can be seen in the distance, and the whole city is full of ancient Chinese atmosphere. The painting adopts the color ink style of traditional Chinese aesthetics, with soft and layered colors, showing the prosperity and tranquility of the city capital and county."
成皐,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国古代郡国名成皐，位于山川之间，城池依山傍水而建，城墙雄伟壮观，城内建筑古朴典雅，街道繁华热闹。远处群山环绕，云雾缭绕，近处河流潺潺，舟楫往来。画面采用传统中国美学的彩色水墨风格，展现出一种宁静和谐而又充满生机的景象。,地名\郡国名\成皐.png,chenggao（成皐）,"prompt: The ancient Chinese county is called Chenghao, located between mountains and rivers, the city is built by the mountains and rivers, the city walls are majestic and magnificent, the buildings in the city are simple and elegant, and the streets are prosperous and lively. Surrounded by mountains in the distance, clouds and mist, and rivers gurgling nearby, boats coming and going. The painting adopts the color ink style of traditional Chinese aesthetics, showing a quiet, harmonious and vibrant scene."
長股之國,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在雄常北,被髮,一曰長脚,",prompt: 长股之国，位于雄常北，人们披散着头发，腿长异常。画面中描绘一个古代的村落，居民们穿着古朴的衣服，长长的双腿在行走时显得格外突出。背景是典型的中国山水画风格，山峦起伏，云雾缭绕，树木葱郁。人物形象采用彩色水墨风格，线条流畅，色彩柔和，展现出一种神秘而宁静的氛围。,地名\郡国名\長股之國.png,zhangguzhiguo（長股之國）,"prompt: The country of long strands, located in the north of Xiongchang, people have loose hair and unusually long legs. The picture depicts an ancient village, with residents dressed in quaint clothes and long legs that stand out when walking. The background is typical Chinese landscape painting style, with rolling mountains, clouds and mist, and lush trees. The figures are in the style of colorful ink, with smooth lines and soft colors, showing a mysterious and serene atmosphere."
西胡,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在流沙西,昆侖虛東南,皆在西北,",prompt: 请绘制一幅古代中国地图，标注出西胡的位置。西胡位于流沙之西，昆仑虚东南，处于西北方向。地图采用传统中国美学的彩色水墨风格，展现出山川河流、沙漠戈壁等自然景观，同时用细腻的笔触描绘出西胡郡国的轮廓和特色建筑，如城墙、宫殿等。背景中可以加入一些神话元素，如飞天、神兽等，以增强神秘感。,,xihu（西胡）,"prompt: Please draw a map of ancient China with the location of Xihu. The Xihu is located to the west of the quicksand, southeast of Kunlun Palace, and is in the northwest. The map adopts the color ink style of traditional Chinese aesthetics, showing natural landscapes such as mountains and rivers, deserts and Gobi, and at the same time depicting the outline and characteristic buildings of Xihu County with delicate brushstrokes, such as city walls and palaces. Some mythological elements can be added to the background, such as flying sky, mythical beasts, etc., to enhance the sense of mystery."
羲和之國,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東南海之外,甘水之間,有女子名曰羲和,",prompt: 东南海之外，甘水之间，有一女子名为羲和，她是太阳的母亲。画面中，羲和身穿华丽的古代服饰，长发飘逸，面容温柔而庄严。她站在一片祥云之上，周围环绕着金色的光芒，象征着太阳的光辉。她的手中握着一根象征太阳权杖的玉如意，身边有九个太阳轮盘缓缓旋转，每个太阳都散发着温暖的光芒。背景是壮丽的日出景象，天边霞光万道，海水波光粼粼，远处群山若隐若现。整个画面以彩色水墨风格呈现，充满神秘与庄重的氛围。,地名\郡国名\羲和之國.png,xihezhiguo（羲和之國）,"Prompt: Outside the southeast sea, between the sweet waters, there is a woman named Xihe, who is the mother of the sun. In the picture, Xihe is wearing gorgeous ancient costumes, long flowing hair, and a gentle and solemn face. She stood on an auspicious cloud, surrounded by golden light, symbolizing the brilliance of the sun. She held a jade ruyi in her hand, symbolizing the scepter of the sun, and there were nine sun wheels spinning slowly around her, each emitting a warm glow. In the background is a magnificent sunrise scene, with glow on the horizon, sparkling water, and mountains looming in the distance. The whole picture is presented in the style of color ink, full of mystery and solemn atmosphere."
下雋,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代郡国名下雋，以传统中国美学的彩色水墨风格描绘，画面中展现出一片宁静而祥和的田园风光，远处山峦起伏，云雾缭绕，近处河流蜿蜒，绿树成荫。村落散布其间，房屋错落有致，炊烟袅袅升起，人们在田间劳作，呈现出一派和谐安宁的景象。色彩以淡雅为主，笔触细腻，充满诗意。,地名\郡国名\下雋.png,xiajuan（下雋）,"prompt: The ancient county is named Jun, depicted in the color ink style of traditional Chinese aesthetics, and the picture shows a peaceful and peaceful pastoral scenery, with undulating mountains in the distance, clouds and mist, and rivers meandering nearby, and green trees. The villages are scattered among them, the houses are scattered, the smoke rises, and people work in the fields, presenting a harmonious and peaceful scene. The colors are mainly elegant, with delicate brushstrokes and full of poetry."
象郡,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国古代郡国名象郡，位于南方边陲之地，画面展现一片广袤的热带雨林与蜿蜒河流交织的景象。背景中可见连绵起伏的山脉，山间云雾缭绕。近景处，几座古朴的竹楼依水而建，屋顶覆盖着厚厚的茅草，周围是茂密的芭蕉树和各种热带植物。一条清澈的小河从画面左侧流入，河面上漂浮着几只用竹子编成的小船，船上载着穿着古代越族服饰的人们，他们正忙碌地进行日常劳作。整个场景采用传统中国彩色水墨画风格，色彩鲜艳而不失淡雅，充分展现了象郡独特的自然风光与人文风情。,地名\郡国名\象郡.png,xiangjun（象郡）,"Prompt: Ancient Chinese County, known as Xiangjun, is located on the southern frontier, showing a vast tropical rainforest and a meandering river. Rolling mountains are visible in the background, with clouds and mist shrouded in the mountains. In the close, several quaint bamboo buildings are built by the water, the roofs are covered with thick thatch, surrounded by lush banana trees and various tropical plants. A clear river flows in from the left side of the picture, and several small boats made of bamboo float on the river, carrying people dressed in ancient Yue costumes, who are busy with their daily work. The whole scene adopts the style of traditional Chinese color ink painting, with bright colors and elegantness, fully demonstrating the unique natural scenery and humanistic customs of Xiangjun."
象郡鐔城,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 请绘制一幅古代中国象郡鐔城的景象，画面采用传统中国美学的彩色水墨风格。背景为连绵起伏的山脉，山间云雾缭绕，远处有古老的城墙和城楼，城墙用青石砌成，城楼飞檐翘角，古朴典雅。城内建筑错落有致，屋顶覆盖着青瓦，街道上行人来往，穿着汉服的人们在市集上交易，展现出一派繁荣景象。近处有一条清澈的小河，河上有几座石桥，桥上行人络绎不绝。整个画面充满宁静和谐的氛围，展现出古代郡国的风貌。,地名\郡国名\象郡鐔城.png,xiangjunxincheng（象郡鐔城）,"prompt: Please draw a scene of the ancient Chinese city of Xiangjun, using the color ink style of traditional Chinese aesthetics. The background is rolling mountains, the mountains are shrouded in clouds and mist, and in the distance there are ancient city walls and towers, the city walls are made of bluestone, and the cornices of the city towers are upright, simple and elegant. The buildings in the city are scattered, the roofs are covered with green tiles, pedestrians come and go on the streets, and people wearing Hanfu trade in the market, showing a prosperous scene. There is a clear river nearby, and there are several stone bridges on the river, and there is an endless stream of pedestrians on the bridge. The whole picture is full of peace and harmony, showing the style of ancient counties."
須陵,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 须陵郡国，古风山水画卷，群山环绕，云雾缭绕，古色古香的城池隐于山间，彩色水墨风格，传统中国美学，细腻笔触描绘出宁静祥和的景象，远处山峦层叠，近处流水潺潺，古树参天，繁花似锦，仿佛置身于仙境之中。,地名\郡国名\須陵.png,xuling（須陵）,"prompt: Xuling County, ancient landscape picture scroll, surrounded by mountains, clouds and mist, antique city hidden in the mountains, colorful ink style, traditional Chinese aesthetics, delicate brushstrokes depict a quiet and peaceful scene, mountains in the distance, flowing water nearby, ancient trees towering, flowers blooming, as if in a fairyland."
湘陵,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨画风格，湘陵郡国名，古代江南水乡景色，青山绿水环绕，小桥流水人家，远处山峦起伏，云雾缭绕，近处荷花盛开的池塘，渔民在湖中捕鱼，古朴的亭台楼阁点缀其间，充满诗意和宁静之美。,地名\郡国名\湘陵.png,xiangling（湘陵）,"prompt: Traditional Chinese color ink painting style, the name of Xiangling County, the scenery of ancient Jiangnan water towns, surrounded by green mountains and green waters, small bridges and flowing water, undulating mountains in the distance, clouds and mist, nearby ponds with lotus flowers, fishermen fishing in the lake, and quaint pavilions and pavilions dotted among them, full of poetic and tranquil beauty."
相慮,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代郡国相慮，山水环绕，城池依山傍水而建，彩绘风格融合传统中国美学的彩色水墨画风，远山青翠，近水碧绿，城楼巍峨，古色古香，展现出一派宁静祥和的景象。,地名\郡国名\相慮.png,xianglv（相慮）,"prompt: The ancient counties and states are considered, surrounded by mountains and rivers, the city is built by the mountains and rivers, the painting style integrates the color ink painting style of traditional Chinese aesthetics, the distant mountains are green, the water is green, the city towers are majestic, antique, showing a quiet and peaceful scene."
壎民之國,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 壎民之国，一个位于古代神话中的神秘国度，画面中可见一片祥和宁静的景象。中央是一片广阔的平原，四周被连绵起伏的山脉环绕，山间云雾缭绕，仿佛仙境一般。平原上分布着许多简朴而古朴的村落，村民们穿着传统的服饰，正在进行各种农耕活动。远处可以看到一座古老的宫殿，宫殿建筑风格独特，屋顶覆盖着青瓦，飞檐翘角，显得庄重而典雅。整个画面采用传统中国美学的彩色水墨风格，色彩柔和且富有层次感，展现出一种宁静和谐的氛围。,地名\郡国名\壎民之國.png,xunminzhiguo（壎民之國）,"prompt: The Land of the People, a mysterious country located in ancient mythology, can be seen in the picture a peaceful and tranquil scene. In the center is a vast plain, surrounded by rolling mountains, and the mountains are shrouded in clouds and mist, like a fairyland. There are many simple and quaint villages scattered across the plain, where villagers wear traditional costumes and engage in various farming activities. In the distance, you can see an ancient palace, the palace architectural style is unique, the roof is covered with blue tiles, and the cornices are warped, which looks solemn and elegant. The whole picture adopts the color ink style of traditional Chinese aesthetics, with soft and layered colors, showing a peaceful and harmonious atmosphere."
先民之國,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西北海之外,赤水之西,（其民）食穀,使四鳥,",prompt: 先民之国，位于西北海之外，赤水之西，这里的居民以谷物为食，能够驱使四种鸟类。画面中可以看到广阔的草原和连绵的山脉，远处是波涛汹涌的大海。天空中飞翔着四种不同颜色的鸟，分别是红色、蓝色、黄色和绿色，它们在空中翱翔，姿态各异。先民们穿着简朴的衣服，手持农具，在田野里辛勤耕作，他们的脸上洋溢着满足和平静的笑容。背景中的山川河流用传统中国水墨画风格描绘，色彩淡雅，富有诗意。,地名\郡国名\先民之國.png,xianminzhiguo（先民之國）,"Prompt: The country of the ancestors, located outside the northwest sea, west of Chishui, the inhabitants here feed on grains and can drive four species of birds. In the picture, you can see vast grasslands and rolling mountains, with the rough sea in the distance. There are four different colors of birds flying in the sky, namely red, blue, yellow and green, which soar through the air and have different postures. The ancestors wore simple clothes and held farming tools, working hard in the fields, and their faces were filled with satisfied and calm smiles. The mountains and rivers in the background are depicted in the style of traditional Chinese ink painting, with elegant colors and poetry."
匈奴,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在（旄馬）西北,",prompt: 匈奴郡国，位于旄馬西北，描绘一片辽阔的草原景象，远处是连绵起伏的山脉，天空中飘着几朵白云。画面中央是一座典型的匈奴部落营地，帐篷由兽皮和毛毡制成，周围有马群在悠闲地吃草。人们穿着传统的匈奴服饰，男子头戴尖顶帽，女子则佩戴着精美的头饰。整体色调以淡雅的水墨风格为主，辅以柔和的色彩，展现出一种宁静而神秘的氛围。,地名\郡国名\匈奴.png,xiongnu（匈奴）,"prompt: The Xiongnu County, located in the northwest of Maoma, depicts a vast grassland scene, with rolling mountains in the distance and a few white clouds floating in the sky. In the center of the picture is a typical Xiongnu tribal camp, tents made of animal skins and felt, surrounded by herds of horses grazing leisurely. People wore traditional Xiongnu costumes, with men wearing pointed hats and women wearing elaborate headdresses. The overall color palette is dominated by an elegant ink style, complemented by soft colors, showing a serene and mysterious atmosphere."
小人國,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"名靖人,有神,",prompt: 小人国，古代神话中的郡国名，名为靖人，拥有神秘力量。画面中展示一个小巧精致的国度，居民身高不过一尺，身穿传统服饰，面容祥和。背景为青山绿水，古木参天，云雾缭绕，呈现出一种宁静而神秘的氛围。整个画面采用彩色水墨风格，细腻描绘出小人国的美丽景象，充满传统中国美学。,地名\郡国名\小人國.png,xiaorenguo（小人國）,"prompt: Lilliputian, the name of a county in ancient mythology, named Yasuto, with mystical powers. The picture shows a small and exquisite country, with residents only one foot tall, wearing traditional costumes and peaceful faces. The background is green mountains and green waters, towering ancient trees, and clouds and mist, presenting a peaceful and mysterious atmosphere. The whole picture adopts the style of color ink, delicately depicting the beautiful scene of Lilliputian, full of traditional Chinese aesthetics."
梟陽國,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在北朐之西,其爲人人靣長唇,",prompt: 梟陽國，位于北朐之西，其人面长唇，身着古朴服饰，面容奇特而神秘。背景为古代山水，山峦层叠，云雾缭绕，河流蜿蜒。画面采用传统中国彩色水墨风格，笔触细腻，色彩淡雅，展现出一种幽远的意境。人物形象生动，长唇特征突出，眼神深邃，仿佛能洞察人心。整体构图和谐，既有神话色彩，又不失现实感。,地名\郡国名\梟陽國.png,xiaoyangguo（梟陽國）,"prompt: Xiaoyang Kingdom, located in the west of Beiqu, has a long face, dressed in simple costumes, and a strange and mysterious face. The background is ancient mountains and rivers, with mountains and mountains, clouds and mist, and rivers winding. The painting adopts the traditional Chinese color ink style, with delicate brushstrokes and elegant colors, showing a distant artistic conception. The characters are vivid, the long lips are prominent, and the eyes are deep, as if they can see into people's hearts. The overall composition is harmonious, both mythical and realistic."
軒轅之國,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在此窮山之際,其不壽者八百嵗,在女子國北,人靣蛇身尾交首上,窮山在其北,",prompt: 軒轅之國，位于窮山之際，其人壽命長達八百歲，女子國北側。居民為人面蛇身，尾巴交纏于頭頂之上。背景為窮山，展現出古代中國的神祕氛圍。畫風采用傳統中國彩色水墨風格，色彩柔和且富有層次感，細膩地表現出軒轅之國的神秘與壯麗。,地名\郡国名\軒轅之國.png,xuanyuanzhiguo（軒轅之國）,"prompt: The country of Xuanyuan, located in the poor mountains, its life expectancy is up to 800 years, on the north side of the women's country. The inhabitants have human faces and snake bodies, and their tails are intertwined above their heads. The background is poor mountains, showing the mysterious atmosphere of ancient China. The painting style adopts the traditional Chinese color ink style, with soft and layered colors, delicately expressing the mystery and magnificence of the Land of Xuanyuan."
西周之國,地名,郡国名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"（其民）姬姓,食穀,",prompt: 西周之国，其民姬姓，食谷，画面展现一个古老的中国城邦，四周环绕着青翠的山峦和清澈的河流。城内房屋错落有致，屋顶覆盖着青瓦，街道上行人穿着传统的汉服，有的在田间劳作，有的在市集买卖谷物。整体色调以淡雅的水墨风格为主，辅以柔和的彩色渲染，展现出一种宁静和谐的生活氛围。背景中可以看到远处的山峰和云雾缭绕，增添了一种神秘而古老的气息。,地名\郡国名\西周之國.png,xizhouzhiguo（西周之國）,"prompt: The country of the Western Zhou Dynasty, its people surnamed Ji, eat grain, the picture shows an ancient Chinese city-state, surrounded by verdant mountains and clear rivers. The houses in the city are scattered, the roofs are covered with blue tiles, and the streets are filled with pedestrians wearing traditional Hanfu, some working in the fields, and some buying and selling grain in the market. The overall color palette is dominated by elegant ink style, supplemented by soft color rendering, showing a peaceful and harmonious living atmosphere. The distant peaks and clouds can be seen in the background, adding a mysterious and ancient atmosphere."
