名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
泰戯之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"無草木,多金玉,有獸焉,虖池之水出焉,液女之水出于其陽,",prompt: 泰戯之山，一座荒凉而神秘的山脉，没有草木覆盖，却蕴藏着丰富的金玉矿藏。山中栖息着奇异的野兽，形态各异，充满神话色彩。山间有虖池之水潺潺流出，清澈见底；液女之水则从其南面涌出，两条河流环绕山体，形成独特的自然景观。整体画面采用古代插画风格，以传统中国美学的彩色水墨技法绘制，展现出泰戯之山的壮丽与神秘。,地名\山名\泰戯之山.png,taihuzhishan（泰戯之山）,"prompt: Taiji Mountain, a desolate and mysterious mountain range, is not covered with vegetation but contains rich gold and jade deposits. The mountains inhabit strange beasts of various forms and are full of mythology. There is a gurgling water in the mountains, crystal clear; The water of the liquid girl gushes out from its south, and two rivers surround the mountain, forming a unique natural landscape. The overall picture adopts the style of ancient illustration and is painted with the color ink technique of traditional Chinese aesthetics, showing the magnificence and mystery of the mountain of Thai play."
太行之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格的太行之山，巍峨挺拔，云雾缭绕，山间有古松点缀，远处可见瀑布飞泻而下，近处溪流潺潺，山脚下有几座简朴的茅屋，画面色彩以淡雅为主，展现出太行山脉的雄伟与幽静。,地名\山名\太行之山.png,taixingzhishan（太行之山）,"prompt: The Taihang Mountains in the style of traditional Chinese ink painting, majestic and upright, shrouded in clouds and mist, dotted with ancient pines in the mountains, waterfalls can be seen cascading down in the distance, streams gurgling nearby, and there are several simple thatched huts at the foot of the mountain."
天虞之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其下多水,不可以上,",prompt: 天虞之山，山势险峻，云雾缭绕，山脚下水流湍急，形成壮观的瀑布。山体覆盖着茂密的古木和奇花异草，显得神秘而不可攀。画面采用传统中国美学的彩色水墨风格，注重表现山水之间的和谐与自然之美。,地名\山名\天虞之山.png,tianyuzhishan（天虞之山）,"prompt: Tianyu Mountain, the mountain is steep, clouds and mist, and the water flows rapidly at the foot of the mountain, forming a spectacular waterfall. The mountain is covered with dense ancient trees and exotic flowers and plants, which looks mysterious and unattainable. The painting adopts the color ink style of traditional Chinese aesthetics, focusing on expressing the harmony between mountains and rivers and the beauty of nature."
㱙塗之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"青水窮焉,",prompt: 《山海经》中的㱙塗之山，青水穷焉，画面中展现一座巍峨的山脉，山势险峻，云雾缭绕。山脚下有一条清澈的河流，河水碧绿如玉，蜿蜒曲折地流向远方，最终消失在群山之间。山间树木葱郁，古木参天，瀑布飞泻而下，景色幽静而神秘。整个画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，充满诗意和古典韵味。,地名\山名\㱙塗之山.png,xiutuzhishan（㱙塗之山）,"prompt: In the ""Classic of Mountains and Seas"", the mountains of Tu are poor, and the picture shows a majestic mountain range, with steep mountains and clouds and mist. At the foot of the mountain there is a clear river, the water is as green as jade, winding into the distance, and finally disappearing between the mountains. The mountains are lush with trees, towering ancient trees, waterfalls cascading down, and the scenery is quiet and mysterious. The whole picture adopts the color ink style of traditional Chinese aesthetics, with elegant colors and smooth lines, full of poetic and classical charm."
天子鄣,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统山水画风格，天子鄣山峰雄伟壮观，云雾缭绕，山间有古松和瀑布，色彩以淡雅的水墨色为主，远处山峦层叠，近处溪流潺潺，山脚下有一座古老的庙宇，庙宇前有石阶通向山顶，整幅画面充满神秘与庄严的气息。,地名\山名\天子鄣.png,tianzizhang（天子鄣）,"prompt: Traditional Chinese landscape painting style, Tianzizhang Mountain Peak is majestic and magnificent, clouds and mist, there are ancient pines and waterfalls in the mountains, the color is mainly elegant ink color, the mountains in the distance are layered, the stream is gurgling nearby, there is an ancient temple at the foot of the mountain, there are stone steps leading to the top of the mountain in front of the temple, the whole picture is full of mystery and solemnity."
無逹,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格，雄伟的无逹山，山峰挺拔，云雾缭绕，山间有古木参天，飞瀑流泉，山脚下有几间简朴的茅屋，远处隐约可见古代村落，整个画面充满神秘与宁静的气息。,地名\山名\無逹.png,wuda（無逹）,"prompt: Traditional Chinese ink style, majestic Wuqi Mountain, the peaks are tall, the clouds are shrouded, there are ancient trees in the mountains, waterfalls and springs, there are several simple thatched huts at the foot of the mountain, and ancient villages are faintly visible in the distance, and the whole picture is full of mystery and tranquility."
武夫之丘,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"有九丘以水絡之,",prompt: 九座雄伟的山丘环绕着清澈的水域，山丘上树木葱郁，云雾缭绕，水面波光粼粼，远处群山连绵起伏，整个画面采用传统中国彩色水墨风格，充满神秘与古朴之美。,地名\山名\武夫之丘.png,wufuzhiqiu（武夫之丘）,"Prompt: Nine majestic hills surround the clear waters, the hills are lush with trees, clouds and mist, the water surface is shimmering, and the mountains in the distance are rolling, and the whole picture adopts the traditional Chinese color ink style, full of mystery and simple beauty."
無逢之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格的無逢之山，雄伟壮观的山脉连绵起伏，云雾缭绕其间，山间古木参天，瀑布飞泻而下，溪流潺潺，远处群山若隐若现，展现出一种神秘而宁静的氛围。画面中点缀着几处古朴的亭台楼阁，增添了几分人文气息。色彩以淡雅为主，用墨色深浅变化描绘出山石的质感和层次感，整体构图讲究平衡和谐，体现出中国古代山水画的独特韵味。,地名\山名\無逢之山.png,wufengzhishan（無逢之山）,"prompt: The traditional Chinese ink painting style of Wufeng Mountain, the majestic and magnificent mountains are rolling and undulating, clouds and mist are shrouded in them, the ancient trees in the mountains are towering, waterfalls are cascading, streams are gurgling, and mountains are looming in the distance, showing a mysterious and tranquil atmosphere. The picture is dotted with several quaint pavilions, adding a bit of humanistic atmosphere. The color is mainly elegant, and the texture and layering of the mountains and rocks are depicted with ink color changes, and the overall composition pays attention to balance and harmony, reflecting the unique charm of ancient Chinese landscape painting."
無臯之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南望幼海,東望榑木,無草木,多風,廣貟百里,",prompt: 无皋之山，南望幼海，东望榑木，山上无草木，多风，广袤百里。请以传统中国美学的彩色水墨风格描绘这座神秘的山脉。画面中，山体雄伟挺拔，岩石嶙峋，山间云雾缭绕，远处是波光粼粼的幼海和苍翠的榑木林。天空中风起云涌，呈现出一种苍茫而寂寥的氛围。色彩上以淡雅的水墨色调为主，辅以淡淡的青绿和蓝色，展现出山与海、风与云的和谐共生。,地名\山名\無臯之山.png,wugaozhishan（無臯之山）,"prompt: Wugao Mountain, looking south at Youhai, east looking at the oak tree, there is no grass or trees on the mountain, windy, and a hundred miles wide. Depict this mysterious mountain range in the style of colorful ink painting with traditional Chinese aesthetics. In the picture, the mountains are majestic and straight, the rocks are jagged, the mountains are shrouded in clouds and mist, and in the distance are the sparkling young sea and verdant oak forests. The wind surged in the sky, presenting a vast and lonely atmosphere. The color is dominated by elegant ink tones, supplemented by faint turquoise and blue, showing the harmonious coexistence of mountains and seas, wind and clouds."
呉姖天門,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"日月所入,",prompt: 中国传统山水画风格，呉姖天门，日月所入之地，山峰高耸入云，山间云雾缭绕，仿佛通往天界的门户。山顶有金色的光芒照耀，象征着太阳和月亮在此交汇。画面中可见古老的松树和飞流直下的瀑布，远处是淡淡的水墨渲染的山脉，整幅画呈现出一种神秘而庄严的氛围。,地名\山名\呉姖天門.png,wujutianmen（呉姖天門）,"prompt: Traditional Chinese landscape painting style, Wu Chan Tianmen, the place where the sun and moon enter, the peaks rise into the clouds, and the mountains are shrouded in clouds, like a gateway to the heavens. The top of the mountain is illuminated by golden light, symbolizing the meeting of the sun and the moon. In the picture, ancient pine trees and cascading waterfalls can be seen, and in the distance are the mountains rendered by faint ink, and the whole painting presents a mysterious and solemn atmosphere."
吴林之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其中多葌草,",prompt: 吴林之山，山中多葌草，画面以传统中国美学的彩色水墨风格呈现，山峦起伏，云雾缭绕，翠绿的葌草遍布山间，随风轻轻摇曳，远处有古木参天，小溪潺潺流过，几只仙鹤在空中翱翔，增添了几分神秘与宁静。,地名\山名\吴林之山.png,wulinzhishan（吴林之山）,"prompt: Wulin Mountain, the mountains are full of grass, the picture is presented in the color ink style of traditional Chinese aesthetics, the mountains are undulating, the clouds are shrouded, the emerald green grass is all over the mountains, swaying gently with the wind, there are ancient trees towering in the distance, the stream is gurgling, and a few cranes soaring in the air, adding a bit of mystery and tranquility."
維龍之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上有碧玉,其陽有金,其隂有鐵,肥水出焉,敞鐵之水出焉,",prompt: 维龙之山，其上有碧玉璀璨生辉，山阳藏金矿熠熠发光，山阴则蕴藏着丰富的铁矿。肥水和敞铁之水从山间流淌而出，清澈见底。整幅画面以古代插画风格呈现，采用传统中国美学的彩色水墨技法，展现出维龙之山的神秘与富饶。背景中，山峦起伏，云雾缭绕，增添了几分仙境般的氛围。前景中，碧玉、金矿和铁矿在阳光下闪烁着光芒，水流潺潺，生动地描绘出维龙之山的独特魅力。,地名\山名\維龍之山.png,weilongzhishan（維龍之山）,"prompt: Weilong Mountain, there is jasper shining on it, Shanyang gold mine is shining, and Shanyin is rich in iron ore. The water of fat water and open iron flows out of the mountains, crystal clear. The whole picture is presented in the style of ancient illustrations, using the color ink technique of traditional Chinese aesthetics, showing the mystery and richness of Weilong Mountain. In the background, the mountains are undulating and the clouds are shrouded, adding a bit of a fairyland-like atmosphere. In the foreground, jasper, gold and iron mines shimmer in the sun, and the water flows gently, vividly depicting the unique charm of Weilong Mountain."
王母之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 王母之山，巍峨壮观，云雾缭绕，山巅有瑶池仙境，周围奇花异草，珍禽异兽，山中流淌着清澈的泉水，远处可见仙鹤飞翔，近处有灵鹿悠闲漫步，整体呈现出一幅神秘而祥和的景象，参考古代插画风格和传统中国美学的彩色水墨风格。,地名\山名\王母之山.png,wangmuzhishan（王母之山）,"prompt: The Queen Mother Mountain, majestic and spectacular, shrouded in clouds and mist, there is a Yaochi wonderland on the top of the mountain, surrounded by exotic flowers and plants, rare birds and beasts, clear spring water flowing in the mountain, cranes can be seen flying in the distance, and there are spiritual deer walking leisurely nearby, presenting a mysterious and peaceful scene as a whole, referring to the ancient illustration style and the color ink style of traditional Chinese aesthetics."
涹山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多赤銅,其隂多鐵,",prompt: 涹山，山上多赤铜，山阴多铁，呈现出古代神话中的壮丽景象。山体雄伟，山峰直插云霄，山石间散布着赤红色的铜矿，阳光照射下闪耀着金属光泽。山的阴面则覆盖着黑色的铁矿，与赤铜形成鲜明对比。山间云雾缭绕，古木参天，山脚下溪流潺潺，远处群山连绵起伏，整个画面采用传统中国美学的彩色水墨风格，展现出一种神秘而庄严的氛围。,地名\山名\涹山.png,woshan（涹山）,"prompt: Xiangshan, there is a lot of red copper on the mountain, and there is a lot of iron in the mountains, presenting a magnificent scene in ancient mythology. The mountain is majestic, the peaks are straight into the sky, and the rocks are scattered with crimson copper ore, shining with a metallic luster under the sunlight. The shady side of the mountain is covered with black iron ore, which contrasts with the copper. The mountains are shrouded in clouds and mist, the ancient trees are towering, the streams at the foot of the mountains are gurgling, and the mountains in the distance are undulating, and the whole picture adopts the color ink style of traditional Chinese aesthetics, showing a mysterious and solemn atmosphere."
文山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨画风格的文山，巍峨雄伟，山势险峻，云雾缭绕。山间古木参天，飞瀑流泉，石径蜿蜒而上，几处古刹隐现于林间，远处群峰连绵，近处溪水潺潺，一派宁静祥和的景象。,地名\山名\文山.png,wenshan（文山）,"prompt: Wenshan in the style of traditional Chinese color ink painting is majestic, steep and cloudy. The ancient trees in the mountains are towering, waterfalls and springs, stone paths wind up, several ancient temples appear in the forest, the peaks in the distance, and the streams in the vicinity, a quiet and peaceful scene."
巫山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西行黃鳥,帝藥八齋,",prompt: 巫山，西行黄鸟飞翔于山间，帝药八斋隐匿其中，山势雄伟，云雾缭绕，古木参天，彩色水墨风格，传统中国美学，细腻的笔触描绘出神秘而壮丽的景象。,地名\山名\巫山.png,wushan（巫山）,"Prompt: Wushan, the westward yellow bird flies in the mountains, the imperial medicine eight houses are hidden in it, the mountains are majestic, the clouds are shrouded, the ancient trees are towering, the colorful ink style, traditional Chinese aesthetics, and the delicate brushstrokes depict a mysterious and magnificent scene."
隗山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其西有丹,其東有玉,",prompt：一座名为隗山的雄伟山脉，其西面覆盖着红色的丹砂矿石，东面则点缀着璀璨的玉石。画面采用传统中国美学的彩色水墨风格，山体以淡墨勾勒，丹砂和玉石用鲜艳的颜色突出，展现出一种神秘而古朴的美感。背景中隐约可见古代神话中的奇珍异兽在山间游走，增添了几分奇幻色彩。,地名\山名\隗山.png,kuishan（隗山）,"Prompt: A majestic mountain range called Weishan, its west side is covered with red cinnabar ore and the east side is dotted with brilliant jade. The picture adopts the color ink style of traditional Chinese aesthetics, the mountains are outlined in light ink, and the cinnabar and jade are highlighted with bright colors, showing a mysterious and simple beauty. In the background, you can faintly see the exotic beasts of ancient mythology roaming in the mountains, adding a bit of fantasy."
