名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
潕水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東南流注于榮,其中多人魚,",prompt: 潕水，东南流注入荣水，水中多生人鱼，画面展现一条蜿蜒曲折的河流，从远处的山峦中流淌而出，河面波光粼粼，清澈见底。河中游弋着众多半人半鱼的生物，它们或在水面嬉戏，或潜入水底，形态各异，栩栩如生。背景是典型的中国山水画风格，山石树木以淡墨勾勒，远近层次分明，色彩上以青绿为主，点缀些许朱红，营造出一种宁静而神秘的氛围。,地名\水名\潕水.png,wushui（潕水）,
涴水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"北注于陵羊之澤,多冉遺之魚,",prompt：涴水，北注于陵羊之泽，多冉遗之鱼。画面展现一条清澈的河流蜿蜒流淌，最终汇入一片广阔的沼泽地。河水清澈见底，河岸两侧长满了各种奇花异草，远处是连绵起伏的山峦。沼泽中生长着茂密的芦苇和荷花，水面下可以看到形态奇特的冉遗之鱼在游动。整幅画面采用传统中国彩色水墨风格，色彩淡雅，线条流畅，富有诗意。,地名\水名\涴水.png,woshui（涴水）,
洈水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南流注于漳,其中多白玉,",prompt：南流注于漳的洈水，河中散落着晶莹剔透的白玉，水色清澈见底，周围山峦环绕，古木参天，云雾缭绕。画面采用传统中国美学的彩色水墨风格，笔触细腻，色彩淡雅，展现出一幅宁静而神秘的自然景观。,地名\水名\洈水.png,weishui（洈水）,
渭水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東流注于河,其中多鰠魚,",prompt: 渭水，东流注入黄河，水中多鰠鱼，画面以古代插画风格和传统中国美学的彩色水墨风格呈现，描绘渭水蜿蜒流淌，水面波光粼粼，河岸两侧山峦起伏，古木参天。水中可见数尾鰠鱼游弋，形态生动，鳞片在阳光下闪烁。远处是连绵的山脉，云雾缭绕，增添了几分神秘感。整体色调以淡雅为主，展现出渭水的宁静与生机。,地名\水名\渭水.png,weishui（渭水）,
戯,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国风的彩色水墨画，描绘一条蜿蜒流淌的河流，名为戯。河水清澈见底，两岸长满了翠绿的竹林和各种奇花异草，远处山峦若隐若现，天空中飘着几朵淡淡的云彩。河面上偶尔有几只水鸟低飞掠过，增添了几分生动的气息。整幅画面充满诗意与宁静之美，展现了古代中国山水之间的和谐与自然。,地名\水名\戯.png,hu（戯）,
玄扈之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，玄扈之水，蜿蜒流淌于幽静山谷之中，清澈见底，水面上泛着淡淡的雾气，周围是茂密的古木和奇花异草，远处山峦起伏，云雾缭绕，水中倒映着山石树木，显得格外宁静祥和。,地名\水名\玄扈之水.png,xuanhuzhishui（玄扈之水）,
洵水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南流注于黒水,其中多丹粟,多青雄黄,",prompt: 洵水，一条南流注入黒水的河流，河中生长着许多红色的粟米状植物和青色的雄黄矿石。画面采用传统中国彩色水墨风格，描绘洵水蜿蜒流淌，两岸山峦起伏，植被葱郁。河水清澈见底，河床中散布着红色的丹粟和青色的雄黄矿石，阳光透过云层洒在水面上，波光粼粼。远处可见黑水的轮廓，与洵水交汇处形成一幅美丽的自然画卷。,地名\水名\洵水.png,xunshui（洵水）,
囂水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西流注于河,其中多鰼鰼之魚,",prompt: 一条名为囂水的河流，西流注入黄河，河中生活着许多鰼鰼鱼。画面以古代插画风格和传统中国美学的彩色水墨风格呈现，远处是连绵起伏的山脉，近处是蜿蜒流淌的囂水，水面波光粼粼，几条鰼鰼鱼在水中游动，形态各异，生动活泼。岸边点缀着古树和奇石，天空中飘着淡淡的云彩，整个场景宁静而富有诗意。,地名\水名\囂水.png,xiaoshui（囂水）,"prompt: A river called the Xiangshui flows west into the Yellow River, and many giant rays live in the river. The picture is presented in the color ink style of ancient illustration style and traditional Chinese aesthetics, with rolling mountains in the distance and winding water in the distance, sparkling water surface, and several ray rays swimming in the water, with different forms and liveliness. The shore is dotted with ancient trees and strange stones, and the sky is filled with faint clouds, and the whole scene is peaceful and poetic."
脩水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東流注于鴈門,",prompt: 中国传统彩色水墨风格，脩水自西向东流淌，穿越山川与森林，最终汇入雁门。画面中，脩水蜿蜒曲折，清澈见底，两岸青山翠绿，点缀着古树和奇石。远处是连绵起伏的山脉，山顶云雾缭绕，如同仙境一般。天空湛蓝，几朵白云悠闲地飘过，阳光透过云层洒在脩水上，波光粼粼。整个画面宁静而和谐，展现出古代山水画的韵味。,地名\水名\脩水.png,xiushui（脩水）,"prompt: In the traditional Chinese color ink style, Xiushui flows from west to east, passing through mountains and forests, and finally flowing into Yanmen. In the picture, the water is winding and crystal clear, and the green mountains on both sides are emerald, dotted with ancient trees and strange stones. In the distance are rolling mountains, and the top of the mountain is shrouded in clouds and mist, like a fairyland. The sky is blue, a few white clouds float leisurely, and the sun shines on the water through the clouds, sparkling. The whole picture is quiet and harmonious, showing the charm of ancient landscape painting."
滎水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格的滎水，清澈见底的河流蜿蜒穿过山谷，两岸山峦起伏，树木葱郁，远处云雾缭绕，水面倒映着蓝天白云和群山，几只白鹭在河边悠闲地觅食，画面宁静而富有诗意。,地名\水名\滎水.png,xingshui（滎水）,"prompt: Traditional Chinese ink style of Xingshui, the crystal clear river winds through the valley, the mountains on both sides are undulating, the trees are lush, the clouds are shrouded in the distance, the water surface reflects the blue sky and white clouds and mountains, and a few egrets are leisurely foraging by the river, the picture is quiet and poetic."
休水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"北流注于洛,其中多䱱魚,",prompt: 休水，一条北流注入洛河的清澈河流，河中多䱱魚游弋。画面采用传统中国美学的彩色水墨风格，展现出休水蜿蜒曲折、波光粼粼的景象。岸边树木葱郁，山峦起伏，远处可见古老的村落。水中䱱魚成群结队，形态各异，色彩斑斓，仿佛在欢快地嬉戏。整幅画面充满生机与和谐之美。,地名\水名\休水.png,xiushui（休水）,"prompt: Xiushui, a clear river that flows north into the Luo River, and there are many fish swimming in the river. The painting adopts the color ink style of traditional Chinese aesthetics, showing the winding and sparkling scene of resting water. The shore is lush with trees, rolling mountains, and ancient villages can be seen in the distance. The fish in the water are in groups, with different shapes and colors, as if they are playing happily. The whole picture is full of vitality and harmony."
熏水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西流注于棠水,",prompt: 古典水墨画风格，熏水从画面右侧缓缓流淌向左侧，水流清澈见底，河岸两侧长满了茂盛的树木和花草，远处山峦起伏，烟雾缭绕。河流最终汇入棠水，两水交汇处形成一片宁静的湖泊，湖面上漂浮着几朵荷花，岸边有几只白鹭在悠闲地觅食。整幅画面色彩淡雅，充满诗意。,地名\水名\熏水.png,xunshui（熏水）,"prompt: Classical ink painting style, smoked water flows slowly from the right side of the picture to the left, the water flow is crystal clear, the river bank is covered with lush trees and flowers, and the mountains in the distance are undulating and smoky. The river eventually merges into Tangshui, forming a peaceful lake where the two rivers meet, with a few lotus flowers floating on the lake and a few egrets leisurely foraging on the shore. The whole picture is elegant and poetic."
鮮水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"北流注于伊水,",prompt: 一幅描绘鲜水北流注入伊水的彩色水墨画，画面中鲜水从远处蜿蜒而来，清澈见底，两岸绿树成荫，山峦起伏，古朴典雅。水流缓缓汇入伊水，水面波光粼粼，倒映着蓝天白云和周围的自然景色。整体风格参考古代插画，色彩以淡雅为主，注重线条的流畅和意境的表现。,地名\水名\鮮水.png,xianshui（鮮水）,"prompt: A colorful ink painting depicting fresh water flowing north into Yishui, in which fresh water meanders from afar, crystal clear, with green trees on both sides of the river, undulating mountains, simple and elegant. The water slowly flows into the Yishui River, and the water surface is sparkling, reflecting the blue sky and white clouds and the surrounding natural scenery. The overall style refers to ancient illustrations, and the colors are mainly elegant, focusing on the smoothness of lines and the expression of artistic conception."
㴬水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東南流注于洛,",prompt: 东南流向的㴬水，蜿蜒流淌在山峦之间，最终汇入洛河。画面中，山峦起伏，云雾缭绕，树木葱郁，瀑布飞泻。水面上泛着淡淡的蓝色，波光粼粼，几只白鹭在水面低飞，远处的村庄和农田若隐若现。整体风格采用传统中国彩色水墨画，细腻而富有诗意。,地名\水名\㴬水.png,xieshui（㴬水）,"prompt: The water flowing southeast flows between the mountains and finally joins the Luo River. In the picture, the mountains are undulating, the clouds are shrouded, the trees are lush, and the waterfalls are cascading. The water surface is faintly blue and shimmering, and a few egrets fly low on the water, and villages and farmland loom in the distance. The overall style adopts traditional Chinese color ink painting, which is delicate and poetic."
囂水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"北流注於湯水,",prompt: 古典中国山水画风格，囂水北流注入湯水的景象，清澈的水流从北方蜿蜒而来，汇入汤水中，两岸是茂密的古树和奇石，远处山峦起伏，云雾缭绕，画面充满诗意和宁静之美。,地名\水名\囂水.png,xiaoshui（囂水）,"prompt: Classical Chinese landscape painting style, the scene of the clamoring water flowing north into the soup, the clear water winds from the north, flowing into the soup, the banks are dense ancient trees and strange stones, the mountains in the distance are undulating, clouds and mist, the picture is full of poetry and tranquil beauty."
洵水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南流注于閼之澤,其中多芘嬴,",prompt：洵水，一条南流注入閼之泽的古老河流，河水清澈见底，两岸长满了茂密的植被。水中生长着许多芘嬴，这些紫色的水生植物随波摇曳，与周围的自然环境融为一体。画面采用传统中国美学的彩色水墨风格，展现出一种宁静而神秘的氛围。背景中可见远处的山峦和雾气缭绕，增添了一丝幽远的感觉。,地名\水名\洵水.png,xunshui（洵水）,"prompt: Xunshui, an ancient river that flows south into the marsh, the river water is crystal clear, and the banks are covered with dense vegetation. There are many pyrenees growing in the water, and these purple aquatic plants sway with the waves and blend in with the surrounding nature. The painting adopts the color ink style of traditional Chinese aesthetics, showing a serene and mysterious atmosphere. The distant mountains and fog can be seen in the background, adding a touch of seclusion."
囂水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西北流注于海,",prompt: 中国传统水墨画风格，囂水从西北方向缓缓流淌，最终注入大海，水面波光粼粼，远处是连绵的山脉和云雾缭绕的天空，画面充满宁静与神秘感。,地名\水名\囂水.png,xiaoshui（囂水）,"prompt: In the style of traditional Chinese ink painting, the water flows slowly from the northwest and finally flows into the sea, the water surface is sparkling, and the mountains and misty sky are in the distance, the picture is full of tranquility and mystery."
鮮水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西北流注于涂吾之水,",prompt: 鮮水，西北流注于涂吾之水，画面展现一条清澈的河流自东北向西南流淌，河岸两侧是葱郁的山林和奇石，远处山峦起伏，云雾缭绕。河流中可见几只仙鹤在水中嬉戏，天空中有几只飞鸟掠过。整体色调以淡雅的水墨风格为主，辅以柔和的彩色渲染，展现出一幅宁静祥和的山水画卷。,地名\水名\鮮水.png,xianshui（鮮水）,"prompt: Fresh water, flowing northwest into the water of Tuwu, the picture shows a clear river flowing from northeast to southwest, flanked by lush mountains and strange rocks, mountains and mist in the distance. Several cranes can be seen frolicking in the water in the river, and a few birds flying in the sky. The overall color tone is dominated by elegant ink style, supplemented by soft color rendering, showing a quiet and peaceful landscape picture."
湘水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 湘水，蜿蜒流淌于青山绿水之间，两岸翠竹依依，山花烂漫。水面波光粼粼，倒映着蓝天白云和远处的群山。岸边偶尔可见渔舟唱晚，或有浣纱女子在水边嬉戏。整个画面采用传统中国水墨画风格，色彩淡雅而富有诗意，展现出湘水宁静而秀美的自然风光。,地名\水名\湘水.png,xiangshui（湘水）,"prompt: Xiangshui flows between the green mountains and green waters, with green bamboo on both sides and mountain flowers blooming. The water surface is sparkling, reflecting the blue sky and white clouds and the mountains in the distance. Occasionally, fishing boats can be seen singing on the shore, or women washing silk playing by the water. The whole picture adopts the style of traditional Chinese ink painting, with elegant and poetic colors, showing the quiet and beautiful natural scenery of Xiangshui."
憲翼之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"多玄龜,",prompt: 《山海经》中的憲翼之水，水中多玄龜。画面中，清澈的水面波光粼粼，几只黑色的玄龟在水中悠游，它们的壳上有着神秘的纹路，周围环绕着古老的树木和奇花异草，整个场景充满了古朴而神秘的气息，采用彩色水墨风格绘制。,地名\水名\憲翼之水.png,xianyizhishui（憲翼之水）,"prompt: The water of the Xianyi in the ""Classic of Mountains and Seas"", there are many black turtles in the water. In the picture, the clear water surface is shimmering, and several black turtles swim leisurely in the water, their shells have mysterious patterns, surrounded by ancient trees and exotic flowers and plants, and the whole scene is full of simple and mysterious atmosphere, painted in the style of colorful ink."
鮮于之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南流注于虖池,",prompt: 一幅描绘古代河流的彩色水墨画，画面中央是名为“鮮于之水”的河流，河水清澈碧绿，缓缓向南流淌。河流两岸是茂密的森林和起伏的山峦，远处有几座古朴的小村落。画面左侧有一片开阔的水域，名为“虖池”，鮮于之水最终汇入其中。整幅画采用传统的中国美学风格，线条流畅，色彩淡雅，展现出宁静而祥和的自然景象。,地名\水名\鮮于之水.png,xianyuzhishui（鮮于之水）,"Prompt: A colorful ink painting depicting an ancient river, in the center of the picture is a river called ""Xianyu no Shui"", the river water is clear and turquoise, flowing slowly southward. The river is lined with dense forests and rolling hills, with a few quaint hamlets in the distance. On the left side of the picture is an open body of water called ""Kugiike"", into which the water of Xianyu eventually flows. The whole painting adopts a traditional Chinese aesthetic style, with smooth lines and elegant colors, showing a serene and peaceful natural scene."
宣余之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東流注于江,其中多蛇,",prompt: 一条名为宣余之水的河流，东流注入长江，河水清澈见底，河中多有蛇类出没。画面采用中国传统彩色水墨风格，远处是连绵起伏的山峦，近处是蜿蜒曲折的河流，河岸边生长着茂密的树木和花草。河中可见几条形态各异的蛇，有的在水中游动，有的盘踞在岸边石头上。整个画面充满了神秘而宁静的氛围，展现了古代山水画的韵味。,地名\水名\宣余之水.png,xuanyuzhishui（宣余之水）,"prompt: A river called Xuanyu Water flows east into the Yangtze River, the river water is crystal clear, and there are many snakes in the river. The painting adopts the traditional Chinese color ink style, with rolling mountains in the distance and a winding river nearby, with dense trees and flowers growing on the banks. Several snakes of different shapes can be seen in the river, some swimming in the water, and some entrenched on the stones on the shore. The whole picture is full of mysterious and peaceful atmosphere, showing the charm of ancient landscape painting."
徐之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東流注于江,其中多丹粟,",prompt: 传统中国美学彩色水墨风格，描绘徐之水东流注入长江的景象，河水中散布着许多红色的粟米状颗粒，象征着丹粟，画面中水流潺潺，两岸山峦起伏，树木葱郁，远处云雾缭绕，增添几分神秘感。,地名\水名\徐之水.png,xuzhishui（徐之水）,"prompt: Traditional Chinese aesthetic color ink style, depicting the scene of Xu Zhishui flowing eastward into the Yangtze River, the river water is scattered with many red corn-like particles, symbolizing Dansu, the water in the picture is gurgling, the mountains on both sides are undulating, the trees are lush, and the clouds and mist are in the distance, adding a bit of mystery."
淯,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：一条清澈见底的河流，名为淯，河面波光粼粼，两岸绿树成荫，远处山峦起伏，天空湛蓝，白云悠悠，河边有几只白鹭悠闲地觅食，整个画面充满宁静与和谐，采用传统中国美学的彩色水墨风格。,地名\水名\淯.png,yu（淯）,"prompt: A crystal clear river, named Yu, the river surface is sparkling, the banks are green and shady, the mountains in the distance are undulating, the sky is blue, the white clouds are leisurely, there are a few egrets leisurely foraging by the river, the whole picture is full of tranquility and harmony, using the color ink style of traditional Chinese aesthetics."
嶧臯之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東流注于激女之水,其中多蜃珧,",prompt: 《山海经》中的嶧臯之水，东流注入激女之水，水中多蜃珧。画面以传统中国美学的彩色水墨风格呈现，山水间云雾缭绕，潺潺流水自远而近，蜿蜒曲折。水中有各种奇异生物，如蜃和珧，形态各异，色彩斑斓。岸边树木葱郁，古木参天，远处山峦起伏，景色秀美。整幅画面充满神秘与自然之美。,地名\水名\嶧臯之水.png,yigaozhishui（嶧臯之水）,"prompt: The water of the mountains and seas in the ""Classic of Mountains and Seas"" flows east into the water of the girl, and there are many mirages in the water. The picture is presented in the color ink style of traditional Chinese aesthetics, with clouds and mist swirling between the mountains and rivers, and the gurgling water winding from far to near. There are various strange creatures in the water, such as clams and scallions, with different shapes and colors. The trees on the shore are lush, the ancient trees are towering, and the mountains in the distance are undulating and the scenery is beautiful. The whole picture is full of mystery and natural beauty."
嬰侯之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"北流注于汜水,",prompt: 嬰侯之水，北流注于汜水，清澈见底的河流蜿蜒流淌，两岸绿树成荫，远处山峦起伏，云雾缭绕，古朴的桥梁横跨其上，水面倒映着蓝天白云和岸边的景致，呈现出一幅宁静而美丽的山水画卷，采用传统中国美学的彩色水墨风格。,地名\水名\嬰侯之水.png,yinghouzhishui（嬰侯之水）,"prompt: The water of the infant marquis, flowing north into the Si River, the crystal clear river meanders, the green trees on both sides of the river, the mountains in the distance are undulating, the clouds are shrouded, the quaint bridge spans it, the water reflects the blue sky and white clouds and the scenery of the shore, presenting a quiet and beautiful landscape picture, using the color ink style of traditional Chinese aesthetics."
鴈門之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格，鴈门之水，清澈见底，蜿蜒流淌于山间，水面波光粼粼，倒映着周围的山峦和树木。远处是连绵起伏的山脉，云雾缭绕，给人一种宁静而神秘的感觉。岸边有几株古树，枝叶繁茂，偶尔有飞鸟掠过水面，增添了几分生动。整幅画面以淡雅的色彩为主，展现出一种幽静而深远的意境。,地名\水名\鴈門之水.png,yanmenzhishui（鴈門之水）,"prompt: Traditional Chinese ink painting style, the water of the gate is crystal clear, winding through the mountains, the water surface is sparkling, reflecting the surrounding mountains and trees. In the distance, rolling mountains shrouded in clouds and mist, giving people a sense of tranquility and mystery. There are several ancient trees on the shore, with lush branches and leaves, and occasionally birds skimming over the water, adding a bit of vividness. The whole picture is dominated by elegant colors, showing a quiet and far-reaching artistic conception."
液女之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南流注于沁水,",prompt: 液女之水，一条古老的河流，南流注入沁水，画面中展现出清澈的水流从北向南流淌，两岸是葱郁的树木和奇花异草，远处山峦起伏，云雾缭绕。整体采用传统中国美学的彩色水墨风格，笔触细腻，色彩淡雅，展现出一种宁静而神秘的氛围。,地名\水名\液女之水.png,yenvzhishui（液女之水）,"prompt: The water of the liquid girl, an ancient river, flows south into Qinshui, the picture shows the clear water flowing from north to south, the banks are lush trees and exotic flowers, the mountains in the distance are undulating, clouds and mist. The overall color ink style of traditional Chinese aesthetics is adopted, with delicate brushstrokes and elegant colors, showing a peaceful and mysterious atmosphere."
厭染之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南流注于洛,其中多人魚,",prompt: 一幅描绘《山海经》中厭染之水的彩色水墨画，画面中厌染之水从北向南流淌，最终汇入洛河。水中游动着众多美丽的半人半鱼生物，它们有着人类的上身和鱼的尾巴，色彩斑斓，姿态各异。岸边长满了各种奇异的花草，天空中飘着几朵祥云，整个场景充满了神秘而宁静的氛围。,地名\水名\厭染之水.png,yanranzhishui（厭染之水）,"prompt: A colorful ink painting depicting the dye-dyeing water in the ""Classic of Mountains and Seas"", in which the dyeing water flows from north to south and finally joins the Luo River. There are many beautiful half-human, half-fish creatures swimming in the water, with human upper bodies and fish tails, colorful and with different postures. The shore is full of all kinds of strange flowers and plants, and a few auspicious clouds float in the sky, and the whole scene is full of mysterious and peaceful atmosphere."
潏水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 潏水，古代河流名，位于中国陕西地区。请绘制一幅展现潏水风光的彩色水墨画，画面中应有蜿蜒流淌的清澈河水，两岸绿树成荫，远处是连绵起伏的山脉，天空中有几只飞鸟掠过，整体风格古朴典雅，充满诗意。,地名\水名\潏水.png,yushui（潏水）,"prompt: 潛水, the name of an ancient river, located in the Shaanxi region of China. Please draw a color ink painting showing the scenery of the water, the picture should have a meandering clear river, green trees on both sides, rolling mountains in the distance, a few birds in the sky, the overall style is simple and elegant, full of poetry."
頴水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"出少室,",prompt: 一条清澈的河流从少室山蜿蜒而出，河水在阳光下闪烁着银光，两岸绿树成荫，远处山峦起伏，云雾缭绕，画面采用传统中国水墨画风格，色彩以淡雅为主，展现出頴水的宁静与美丽。,地名\水名\頴水.png,yingshui（頴水）,"prompt: A clear river winds out of Shaoshi Mountain, the river water shines silver in the sun, the banks are shaded by green trees, the mountains in the distance are undulating, clouds and mist, the picture adopts the style of traditional Chinese ink painting, the color is mainly elegant, showing the tranquility and beauty of the water."
