名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
大青蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"黄頭,食麈,",prompt: 大青蛇，黄头，身体呈现深邃的青色，头部为鲜艳的黄色。它栖息于山林之中，以麈（一种鹿类动物）为食。请参考古代插画风格和传统中国美学的彩色水墨风格，描绘这只神秘而独特的大青蛇。背景可设置在茂密的山林中，有古树、藤蔓和雾气缭绕，增添一份神秘感。,动物\虫名\大青蛇.png,daqingshe（大青蛇）,"prompt: Great green snake, yellow head, body is dark blue, and the head is bright yellow. It inhabits mountains and forests and feeds on deer, a deer animal. Please refer to the ancient illustration style and the colorful ink style of traditional Chinese aesthetics to depict this mysterious and unique big green snake. The background can be set in a dense mountain forest, with ancient trees, vines, and mist that add a touch of mystery."
大蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格的大蛇，蜿蜒盘旋于山林之间，体态庞大，鳞片细腻且色彩斑斓，头部高昂，眼神锐利，周围环绕着神秘的云雾，背景为峻峭的山峰和古老的树木，整体氛围充满神秘与古老的气息。,动物\虫名\大蛇.png,dashe（大蛇）,"prompt: The large snake in the traditional Chinese ink painting style, winding and hovering between the mountains and forests, has a huge body, delicate and colorful scales, a high head, sharp eyes, surrounded by mysterious clouds and mist, with steep peaks and ancient trees in the background, and the overall atmosphere is full of mystery and ancient atmosphere."
蛾,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只色彩斑斓的蛾，翅膀上绘有山海经中的神秘图案，背景为淡雅的水墨山水，整体风格融合了古代插画与传统中国美学，展现出一种梦幻而神秘的氛围。,动物\虫名\蛾.png,e（蛾）,"prompt: A colorful moth, with mysterious patterns from the Classic of Mountains and Seas painted on its wings, with an elegant ink landscape in the background, the overall style combines ancient illustrations and traditional Chinese aesthetics, showing a dreamy and mysterious atmosphere."
肥𧔥,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"六足,四翼,",prompt: 古代神话中的虫名肥𧔥，六足四翼，身体细长，翅膀轻盈透明，色彩斑斓如同彩虹，背景为山海经中常见的神秘森林，整体风格参考古代插画和传统中国美学的彩色水墨风格。,动物\虫名\肥𧔥.png,feiwei（肥𧔥）,"prompt: The ancient mythological insect name is fat, six legs and four wings, slender body, light and transparent wings, colorful like a rainbow, the background is the mysterious forest common in the Classic of Mountains and Seas, the overall style refers to ancient illustrations and traditional Chinese aesthetics color ink style."
蜚,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,白首,一目,蛇尾,行水則竭,行草則死,",prompt: 一只形状如牛的神秘生物，名为蜚。它拥有白色的头部，只有一只眼睛，尾巴像蛇一样蜿蜒。当它行走在水中时，水会干涸；当它行走在草地上时，草会枯死。请用传统中国美学的彩色水墨风格描绘这只生物，背景可以是荒凉的山野或干涸的河流，以突出其独特的特性。,动物\虫名\蜚.png,fei（蜚）,"prompt: A mysterious creature shaped like a cow named Fei. It has a white head with only one eye and a tail that snakes its shape. When it walks in water, it dries up; When it walks on the grass, the grass dies. Depict the creature in a colorful ink style with traditional Chinese aesthetics, which can be a desolate mountain or a dry river against a background to highlight its unique characteristics."
蜂,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格的蜂，体型小巧玲珑，翅膀透明轻盈，身上覆盖着细腻的绒毛，呈现出自然界的和谐之美。背景为山海经中的奇幻山水，展现出古代神话世界的神秘与壮丽。,动物\虫名\蜂.png,feng（蜂）,"prompt: The traditional Chinese color ink style bee is small and exquisite, with transparent and light wings, and its body is covered with fine fluff, showing the harmonious beauty of nature. The background is the fantasy landscape in the Classic of Mountains and Seas, showing the mystery and magnificence of the ancient mythological world."
飛蟲,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国风格的彩色水墨画，描绘一只名为飞虫的神秘昆虫，其身体细长，翅膀透明而轻盈，翅膀上有着细腻的蓝色和绿色渐变，仿佛是天空与森林的颜色交织在一起。飞虫的眼睛大而明亮，闪烁着智慧的光芒。它在一片繁花似锦、绿叶葱茏的花园中翩翩起舞，周围点缀着各种奇花异草，展现出一种超凡脱俗的美感。背景为淡雅的山水景色，远处山峦若隐若现，增添了一丝梦幻的气息。,动物\虫名\飛蟲.png,feichong（飛蟲）,"Prompt: A classical Chinese style color ink painting depicting a mysterious insect called a flying insect, with a slender body and transparent and light wings, with delicate blue and green gradients on the wings, as if the colors of the sky and forest are intertwined. The flying insect's eyes are large and bright, shining with wisdom. It dances in a flowery, leafy garden, surrounded by exotic flowers and plants, showing an otherworldly beauty. The background is an elegant landscape scenery, and the mountains loom in the distance, adding a touch of dreaminess."
蝮虫,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国风彩色水墨画，蝮虫，一种神秘的古代昆虫，身体细长，表皮覆盖着细腻的鳞片，色彩斑斓，呈现出红、黄、蓝等多种鲜艳的颜色。头部有一对锐利的复眼和一对触角，翅膀透明且带有美丽的花纹。背景为山林幽谷，古树参天，藤蔓缠绕，远处云雾缭绕，充满神秘感。,动物\虫名\蝮虫.png,fuchong（蝮虫）,"prompt: Classical Chinese style color ink painting, viper, a mysterious ancient insect with a slender body, the skin is covered with delicate scales, colorful, showing a variety of bright colors such as red, yellow, and blue. The head has a pair of sharp compound eyes and a pair of antennae, and the wings are transparent and have beautiful patterns. The background is a mountain forest valley, ancient trees towering, vines entangled, clouds and mist in the distance, full of mystery."
蜂蜜之廬,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只名为蜂蜜之廬的奇异昆虫，它拥有金色透明的翅膀，翅膀上布满了细腻的纹路，仿佛是用最精致的金线编织而成。它的身体呈现出温暖的琥珀色，表面覆盖着一层薄薄的光泽，就像流动的蜂蜜一样诱人。头部有一对触角，触角末端微微弯曲，显得既优雅又神秘。背景是一片繁花似锦的花园，花朵以淡雅的粉色和白色为主，花瓣上还沾着清晨的露珠，整个画面充满了生机与和谐。整幅画采用传统中国美学的彩色水墨风格，色彩柔和且富有层次感，线条流畅而富有韵律。,动物\虫名\蜂蜜之廬.png,fengmizhilu（蜂蜜之廬）,"Prompt: A strange insect called the Honey Lodge, it has golden transparent wings covered with delicate veins, as if woven with the most delicate gold threads. Its body has a warm amber hue, and the surface is covered with a thin sheen, seductive like flowing honey. The head has a pair of antennae, the ends of which are slightly curved, making them both elegant and mysterious. In the background is a flowery garden, the flowers are mainly elegant pink and white, and the petals are stained with morning dew, and the whole picture is full of vitality and harmony. The whole painting adopts the color ink style of traditional Chinese aesthetics, with soft and layered colors, smooth and rhythmic lines."
飛蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 飞蛇，一种神秘的虫类生物，其形象结合了蛇与飞鸟的特点。它拥有细长而灵活的身体，覆盖着五彩斑斓的鳞片，在阳光下闪耀着金属般的光泽。头部呈三角形，眼睛大而明亮，能够洞察一切。翅膀宽大且透明，如同蝉翼一般轻盈，能够在空中自由翱翔。请以传统中国美学的彩色水墨风格描绘，背景为云雾缭绕的山峦，营造出梦幻而神秘的氛围。,动物\虫名\飛蛇.png,feishe（飛蛇）,"prompt: Flying snake, a mysterious insect-like creature, whose image combines the characteristics of a snake and a bird. It has an elongated and flexible body covered in colorful scales that shine with a metallic sheen in the sun. The head is triangular and the eyes are large, bright, capable of seeing everything. The wings are wide and transparent, as light as cicada wings, and can soar freely in the air. Depict in the style of colorful ink painting of traditional Chinese aesthetics, with misty mountains in the background, creating a dreamy and mysterious atmosphere."
怪蟲,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的怪蟲，身体细长而弯曲，表面覆盖着五彩斑斓的鳞片，头部有两对触角和一对复眼，背部有一对透明的翅膀。它在古代插画中以彩色水墨风格呈现，周围环绕着神秘的云雾和古老的山石，背景是淡雅的山水景色。,动物\虫名\怪蟲.png,guaichong（怪蟲）,"Prompt: A strange insect from the ""Classic of Mountains and Seas"", with a slender and curved body, covered with colorful scales, two pairs of antennae and a pair of compound eyes on its head, and a pair of transparent wings on its back. It is presented in the style of colorful ink in ancient illustrations, surrounded by mysterious clouds and ancient mountains and rocks, with elegant landscape scenery in the background."
怪蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一条神秘的怪蛇，身体蜿蜒曲折，鳞片闪烁着奇异的光泽，色彩斑斓如同彩虹。它的眼睛犹如两颗璀璨的宝石，透出深邃而古老的气息。背景为古代山林，云雾缭绕，古木参天，展现出一种幽远而神秘的氛围。整体风格参考古代插画，采用传统中国美学的彩色水墨风格，线条流畅，色彩丰富而不失典雅。,动物\虫名\怪蛇.png,guaishe（怪蛇）,"Prompt: A mysterious snake with a winding body, scales shimmering with a strange luster, and colorful rainbows. Its eyes are like two shining jewels, exuding a deep and ancient atmosphere. The background is ancient mountains and forests, shrouded in clouds and mist, and ancient trees towering into the sky, showing a secluded and mysterious atmosphere. The overall style refers to ancient illustrations, using the color ink style of traditional Chinese aesthetics, with smooth lines, rich colors and elegance."
蝗,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只巨大的蝗虫，身体呈现出深绿色与棕色相间的斑纹，翅膀半透明，带有细腻的脉络。它的眼睛大而明亮，仿佛能洞察一切。背景是古代田野，稻谷金黄，天空中飘着几朵白云。整体风格参考古代插画和传统中国美学的彩色水墨风格。,动物\虫名\蝗.png,huang（蝗）,"Prompt: A giant locust with dark green and brown markings on its body, and translucent wings with delicate veins. Its eyes are large and bright, as if they can see everything. In the background is an ancient field, the rice is golden, and a few white clouds float in the sky. The overall style refers to the color ink style of ancient illustration and traditional Chinese aesthetics."
𧈫𧈫,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在其（君子國）北,各有两首,一曰在君子國北,",prompt: 一种名为𧈫𧈫的双头虫，位于君子国以北，参考古代插画风格和传统中国美学的彩色水墨风格。画面中，两只头部各自朝向不同的方向，身体呈蜿蜒状，色彩斑斓，背景为古典山水，整体氛围神秘而宁静。,动物\虫名\𧈫𧈫.png,𧈫𧈫（𧈫𧈫）,"prompt: A two-headed insect called 𧈫𧈫, located north of Junzi Kingdom, referencing the ancient illustration style and traditional Chinese aesthetics of colorful ink painting. In the picture, the two heads are facing different directions, the body is sinuous and colorful, the background is classical landscape, and the overall atmosphere is mysterious and peaceful."
虎蛟,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀魚身,蛇尾,其音如鴛鴦,",prompt: 一只虎蛟，鱼身蛇尾，声音如鸳鸯，形象源自《山海经》，请以古代插画风格和传统中国美学的彩色水墨风格绘制。背景为幽静的山涧溪流，色彩以淡雅为主，注重笔墨的流动感和层次感，展现出一种神秘而和谐的自然氛围。,动物\虫名\虎蛟.png,hujiao（虎蛟）,"prompt: A tiger dragon, fish body and snake tail, sound like a mandarin duck, the image is derived from the ""Classic of Mountains and Seas"", please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics. The background is a quiet mountain stream, the color is mainly elegant, focusing on the flow and layering of pen and ink, showing a mysterious and harmonious natural atmosphere."
黒蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 黑蛇，古代神话中的神秘生物，体色漆黑如墨，鳞片在月光下闪烁着微光。它蜿蜒于幽暗的山谷之中，周围环绕着淡淡的雾气，背景是山峦起伏的水墨画风格，色彩以深蓝、墨绿为主，点缀几抹淡紫色，营造出一种神秘而幽静的氛围。,动物\虫名\黒蛇.png,heishe（黒蛇）,"Black snake, a mysterious creature from ancient mythology, is as dark as ink and its scales shimmer in the moonlight. It winds through a dark valley, surrounded by a faint mist, with an ink painting style of rolling mountains in the background, and the colors are mainly dark blue and dark green, embellished with a few touches of lilac, creating a mysterious and quiet atmosphere."
化蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如人靣,豺身,鳥翼,蛇行,其音如叱呼,",prompt: 化蛇，其状如人面，豺身，鸟翼，蛇行，其音如叱呼。请以古代插画风格和传统中国美学的彩色水墨风格绘制，展现出化蛇独特的形象：人面带着神秘的表情，身体为豺狼形态，背部生有华丽的鸟翼，尾巴细长如蛇，整体色调以深蓝、墨绿为主，背景为幽暗的山林，增添神秘氛围。,动物\虫名\化蛇.png,huashe（化蛇）,"Prompt: Transform into a snake, its shape is like a human face, a jackal body, bird wings, a snake walks, and its sound is like a shout. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics to show the unique image of the snake: the human face has a mysterious expression, the body is in the form of a jackal, the back has gorgeous bird wings, the tail is slender like a snake, the overall color is mainly dark blue and dark green, and the background is dark mountains and forests, adding a mysterious atmosphere."
黄蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格，黄蛇，一种古老的虫类生物，身体蜿蜒如流动的金色丝带，鳞片在阳光下闪耀着温暖的黄色光泽。背景是幽静的山林，树木苍翠，云雾缭绕，增添了一种神秘而宁静的氛围。整体画面采用细腻的笔触和淡雅的色彩，展现出古代神话中的奇异景象。,动物\虫名\黄蛇.png,huangshe（黄蛇）,"prompt: Traditional Chinese ink painting style, the yellow snake, an ancient insect-like creature, has a body that winds like a flowing golden ribbon, and its scales shine with a warm yellow sheen in the sun. The background is a secluded mountain forest with lush trees and clouds and mist, adding to a mysterious and serene atmosphere. The overall picture uses delicate brushstrokes and elegant colors, showing strange scenes in ancient mythology."
蛟,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格，蛟，一种神秘的水中生物，形似龙但无角，身长数丈，鳞片闪耀着青绿色的光芒，身体蜿蜒在波涛汹涌的江河之中，周围环绕着淡淡的水雾，背景是古老的山川和茂密的森林，展现出一种古老而神秘的氛围。,动物\虫名\蛟.png,jiao（蛟）,"prompt: Traditional Chinese ink painting style, Jiao, a mysterious aquatic creature resembling a dragon but without horns, several feet long, with scales shining with turquoise light, its body meanders through turbulent rivers, surrounded by a faint mist of water, with ancient mountains and dense forests in the background, showing an ancient and mysterious atmosphere."
勃皇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只名为勃皇的奇异昆虫，身体呈鲜艳的红色与金色交织，翅膀透明如琉璃，边缘镶嵌着细腻的金线。它栖息在一株古老的松树上，周围是云雾缭绕的山峦，背景中隐约可见远古的宫殿和神兽。整个画面采用传统中国彩色水墨风格，充满神秘而华丽的气息。,动物\虫名\勃皇.png,bohuang（勃皇）,"Prompt: A strange insect named Bohuang, its body is bright red and gold, its wings are transparent like glass, and the edges are inlaid with delicate gold threads. It perches on an ancient pine tree, surrounded by misty mountains, with ancient palaces and mythical beasts looming in the background. The whole picture adopts the traditional Chinese color ink style, full of mystery and gorgeousness."
白蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一条白色的蛇，身姿蜿蜒，鳞片闪耀着银白色的光芒。背景是古老的山水画卷，山峦起伏，云雾缭绕。画面采用传统的中国水墨画风格，色彩淡雅，线条流畅，展现出一种神秘而优雅的氛围。,动物\虫名\白蛇.png,baishe（白蛇）,"prompt: A white snake with a sinuous posture and scales shining silvery-white. The background is an ancient landscape picture, with undulating mountains and clouds and mist. The painting adopts the traditional Chinese ink painting style, with elegant colors and smooth lines, showing a mysterious and elegant atmosphere."
木蟲,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，木蟲，一种神秘的虫类生物，身体由木质纹理构成，仿佛是由古老的树木幻化而成。它的眼睛闪烁着智慧的光芒，触角细长而优雅，翅膀上绘有精致的树叶图案，展现出自然与生命的和谐之美。背景为幽静的山林，古树参天，云雾缭绕，营造出一种神秘而宁静的氛围。,动物\虫名\木蟲.png,muchong（木蟲）,"Prompt: Colorful ink style of traditional Chinese aesthetics, wood bugs, a mysterious insect-like creature with a body composed of wood texture, as if transformed from an ancient tree. Its eyes shimmer with wisdom, its antennae are slender and elegant, and its wings are painted with delicate leaf patterns, showing the harmonious beauty of nature and life. The background is a quiet mountain forest, with towering ancient trees and clouds and mist, creating a mysterious and serene atmosphere."
鳴蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如蛇,四翼,其音如磬,",prompt: 一只名为鳴蛇的神秘生物，其形状如同一条蜿蜒盘旋的巨蛇，但与众不同的是它拥有四只翅膀，这些翅膀轻盈透明，仿佛由蝉翼制成。它的身体覆盖着五彩斑斓的鳞片，在阳光下闪烁着耀眼的光芒。当它振动翅膀时，会发出清脆悦耳的声音，宛如古代乐器磬的音色，令人陶醉。整个画面采用传统中国美学的彩色水墨风格绘制，背景是云雾缭绕的山川，增添了几分神秘与梦幻感。,动物\虫名\鳴蛇.png,mingshe（鳴蛇）,"Prompt: A mysterious creature called the Singing Snake, shaped like a giant snake circling in a winding circle, but what sets it apart is that it has four wings, which are light and transparent, as if they are made of cicada wings. Its body is covered with colorful scales that shimmer in the sun. When it vibrates its wings, it makes a crisp and pleasant sound, like the sound of an ancient musical instrument, a chime, which is intoxicating. The whole picture is painted in the color ink style of traditional Chinese aesthetics, and the background is cloudy mountains and rivers, adding a bit of mystery and dreaminess."
巴蛇,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"食象,三歲而出其（象）骨,爲蛇青黄赤黒,一曰黒蛇青首,在犀牛西,",prompt：巴蛇，一种传说中的巨蛇，身长数十丈，色彩斑斓，有青、黄、赤、黑四种颜色交织，或全身黑色而头部为青色。它以大象为食，吞下后三年才吐出象骨。请绘制一幅彩色水墨风格的巴蛇图，背景为古代山林，画面中巴蛇正在追逐一头惊慌失措的大象，周围环境充满神秘与危险的气息。,动物\虫名\巴蛇.png,bashe（巴蛇）,"Prompt: Ba snake, a legendary giant snake, dozens of feet long, colorful, with four colors intertwined: blue, yellow, red, and black, or the whole body is black and the head is blue. It feeds on elephants and spits out elephant bones for three years after swallowing. Draw a picture of a snake in the style of color ink, with an ancient mountain forest in the background, in which the snake is chasing a panicked elephant, and the surrounding environment is full of mystery and danger."
僕纍,动物,虫名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学彩色水墨风格，僕纍，一种神秘的古代虫类，身体细长弯曲如蛇，全身覆盖着细腻的鳞片，色彩斑斓，头部有两只大而明亮的眼睛，眼神灵动，触角细长且分节，仿佛在空气中轻轻摇曳。背景是山海经中描绘的古老森林，树木苍翠，藤蔓缠绕，远处隐约可见云雾缭绕的山峦，整体画面充满神秘与幽静之美。,动物\虫名\僕纍.png,pulei（僕纍）,"Prompt: Traditional Chinese aesthetic color ink style, Pu Zhen, a mysterious ancient insect, the body is slender and curved like a snake, the whole body is covered with delicate scales, colorful, the head has two large and bright eyes, the eyes are smart, the antennae are slender and segmented, as if swaying gently in the air. The background is the ancient forest depicted in the Classic of Mountains and Seas, with green trees, entangled vines, and cloudy mountains faintly visible in the distance, and the overall picture is full of mystery and quiet beauty."
