名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
象蛇,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如雌雉,五彩以文,是自爲牝牡,其鳴自詨,",prompt: 一只象蛇，其状如雌雉，羽毛五彩斑斓，纹理细腻，自为牝牡，鸣叫声如同呼唤自己的名字。画面采用传统中国美学的彩色水墨风格，背景为古代山水，展现出神秘而优美的氛围。,动物\鸟名\象蛇.png,xiangshe（象蛇）,"prompt: An elephant snake, its shape is like a female pheasant, with colorful feathers and delicate textures, it is male and female, and its chirping sound is like calling its own name. The painting adopts the color ink style of traditional Chinese aesthetics, with ancient landscapes in the background, showing a mysterious and beautiful atmosphere."
鴈,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘大鸟，名为鴈，其羽毛斑斓多彩，翅膀宽广有力，飞翔时如同彩虹般绚丽。鴈的头部有金色的冠羽，眼睛炯炯有神，喙部弯曲锐利。背景是古代中国山水，山峦起伏，云雾缭绕，远处有古木参天，溪流潺潺。整体画面采用传统中国美学的彩色水墨风格，色彩丰富而柔和，线条流畅自然。,动物\鸟名\鴈.png,yan（鴈）,"prompt: A mysterious bird from the ""Classic of Mountains and Seas"", named the cuckoo, has colorful feathers, broad and powerful wings, and flies as brilliantly as a rainbow. The head of the plover has golden crown feathers, bright eyes, and a curved and sharp beak. The background is ancient Chinese landscapes, with undulating mountains and mist, towering ancient trees and gurgling streams in the distance. The overall picture adopts the color ink style of traditional Chinese aesthetics, with rich and soft colors and smooth and natural lines."
寓,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"狀如鼠,鳥翼,其音如羊,",prompt: 一只名为寓的神秘生物，外形如同老鼠，却拥有鸟的翅膀，发出的声音如同羊叫。请以古代插画风格和传统中国美学的彩色水墨风格描绘这只奇特的生物，背景可以是古老的山林或神话中的仙境，色彩以淡雅为主，展现出一种幽远而神秘的氛围。,动物\鸟名\寓.png,yu（寓）,"Prompt: A mysterious creature named Yu, shaped like a mouse, but with bird wings, making a sound like a sheep's cry. Please depict this peculiar creature in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics, the background can be ancient mountains and forests or mythical fairylands, and the colors are mainly elegant, showing a remote and mysterious atmosphere."
鴢,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鳬,青身,朱目,赤尾,",prompt: 一只古老的鴢鸟，其形状如同野鸭，身体呈现深邃的青色，眼睛是鲜艳的红色，尾巴则为赤红色。请以古代插画风格和传统中国美学的彩色水墨风格描绘这只神秘的鸟类，背景可以是中国古典山水或祥云缭绕的仙境，展现出《山海经》中的奇幻色彩。,动物\鸟名\鴢.png,yao（鴢）,"prompt: An ancient owl shaped like a wild duck, with a deep blue body, bright red eyes, and a crimson tail. Please depict this mysterious bird in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics, and the background can be classical Chinese landscapes or auspicious clouds of fairyland, showing the fantasy colors of the ""Classic of Mountains and Seas""."
鸚䳇,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鴞,青羽,赤喙,人舌能言,",prompt: 鸚䳇，其状如鸮，青羽赤喙，人舌能言。请绘制一只具有猫头鹰特征的神鸟，羽毛呈深青色，嘴巴为鲜红色，舌头像人类一样能够说话。整体风格参考古代插画和传统中国美学的彩色水墨风格，背景可加入山林或云雾，增添神秘感。,动物\鸟名\鸚䳇.png,yingwu（鸚䳇）,"Prompt: The parrot looks like an owl, with green feathers and a red beak, and a human tongue that can speak. Draw a mythical bird with owl features, with dark blue plumage, a bright red mouth, and a tongue that can speak like a human. The overall style refers to the color ink style of ancient illustrations and traditional Chinese aesthetics, and the background can be added to the mountains or clouds to add a sense of mystery."
鴧,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只来自《山海经》的神秘鸟类鴧，羽毛色彩斑斓，翅膀上有着独特的花纹。它站立在古木之上，周围是茂密的森林和蜿蜒的小溪。画面采用中国传统彩色水墨风格，背景以淡雅的山水画为基调，展现出一种幽静而神秘的氛围。,动物\鸟名\鴧.png,yu（鴧）,"prompt: A mysterious bird from the ""Classic of Mountains and Seas"" with colorful feathers and unique patterns on its wings. It stands on top of ancient trees and is surrounded by dense forests and meandering streams. The painting adopts the traditional Chinese color ink style, and the background is based on elegant landscape paintings, showing a quiet and mysterious atmosphere."
鷹,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只雄鹰展翅飞翔在古老的山川之间，羽毛如墨般浓黑，眼神锐利有神，背景是连绵起伏的山脉和缭绕的云雾，画面采用传统中国美学的彩色水墨风格，展现出一种悠远而神秘的氛围。,动物\鸟名\鷹.png,ying（鷹）,"prompt: An eagle spreads its wings and flies between ancient mountains and rivers, its feathers are as black as ink, its eyes are sharp and spirited, and the background is rolling mountains and swirling clouds, and the picture adopts the colorful ink style of traditional Chinese aesthetics, showing a distant and mysterious atmosphere."
𪃍,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如梟,人面,四目,有耳,其名自號也,",prompt: 一只名为𪃍的神秘鸟类，其形状类似于猫头鹰，拥有人类的面孔和四只眼睛，头部两侧有明显的耳朵。它能够发出与自己名字相似的声音。请以古代插画风格和传统中国美学的彩色水墨风格描绘这只神鸟，背景可设置为山林或云雾缭绕的仙境，展现出其神秘而古老的气质。,动物\鸟名\𪃍.png,yu（𪃍）,"Prompt: A mysterious bird named 𪃍, shaped like an owl, with a human face and four eyes, with distinct ears on either side of its head. It is capable of making sounds similar to its own name. Depict this divine bird in the style of ancient illustration and traditional Chinese aesthetics, and the background can be set as a mountain forest or a misty wonderland, showing its mysterious and ancient temperament."
鵷鶵,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只色彩斑斓的鵷鶵，羽毛如同彩虹般绚丽，长尾飘逸，眼神灵动。它站立在古老的松树枝上，背景是朦胧的山峦和流水，整体画面采用传统中国彩色水墨风格，充满神秘与古典之美。,动物\鸟名\鵷鶵.png,yuanchu（鵷鶵）,"prompt: A colorful quail with gorgeous feathers like a rainbow, a long tail and smart eyes. It stands on an ancient pine branch, with hazy mountains and flowing water in the background, and the overall picture adopts the traditional Chinese color ink style, full of mystery and classical beauty."
𩿨乆,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 《山海经》中的神秘鸟类“𩿨乆”，羽毛色彩斑斓，翅膀宽大有力，头部有鲜艳的红色冠羽，眼睛炯炯有神，长尾如丝带般飘逸。整体形象融合了古代插画风格和传统中国美学的彩色水墨风格，背景为幽静的山林，营造出一种神秘而宁静的氛围。,动物\鸟名\𩿨乆.png,𩿨jiu（𩿨乆）,"prompt: The mysterious bird ""𩿨乆"" in the ""Classic of Mountains and Seas"" has colorful feathers, wide and powerful wings, bright red crown feathers on its head, bright eyes, and a long tail that is as flowing as a ribbon. The overall image is a fusion of ancient illustration style and traditional Chinese aesthetics of colorful ink style, with a quiet mountain forest in the background, creating a mysterious and serene atmosphere."
鴟乆,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古代神话中的鴟乆鸟，羽毛呈深蓝色和紫色交织，翅膀边缘有金色的光泽。它的眼睛锐利而明亮，仿佛能洞察一切。背景是云雾缭绕的山峰，采用传统中国美学的彩色水墨风格绘制，展现出神秘而庄重的氛围。,动物\鸟名\鴟乆.png,chijiu（鴟乆）,"Prompt: An ancient mythical bird with dark blue and purple feathers and golden sheen on the edges of its wings. Its eyes are sharp and bright, as if it can see everything. The background is a misty mountain peak, painted in the colorful ink style of traditional Chinese aesthetics, showing a mysterious and solemn atmosphere."
鶉夘,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只色彩斑斓的鶉夘鸟，羽毛呈现出红、蓝、绿等多种鲜艳的颜色，翅膀边缘有金色光泽，尾巴长而弯曲，形态优雅。背景是古代山水画风格的山林景色，采用传统中国美学的彩色水墨风格绘制。,动物\鸟名\鶉夘.png,chunmao（鶉夘）,"Prompt: A colorful quail bird with bright colors such as red, blue, and green, golden sheen on the edges of its wings, and a long, curved tail with an elegant shape. The background is a mountain and forest scenery in the style of ancient landscape painting, painted in the color ink style of traditional Chinese aesthetics."
彩鳥,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 彩鳥，一种来自《山海经》的神鸟，羽毛色彩斑斓，如同彩虹般绚丽。它栖息于深山幽谷之中，拥有着优美的身姿和灵动的眼神。请以古代插画风格和传统中国美学的彩色水墨风格绘制，背景为云雾缭绕的山林，彩鳥展翅飞翔，周围环绕着各种奇花异草，展现出神秘而美丽的自然景象。,动物\鸟名\彩鳥.png,cainiao（彩鳥）,"prompt: Colorful bird, a divine bird from the ""Classic of Mountains and Seas"", has colorful feathers, as brilliant as a rainbow. It inhabits deep mountains and valleys, with a graceful posture and smart eyes. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics, with clouds and mist in the background, colorful birds spreading their wings and flying, surrounded by various exotic flowers and plants, showing a mysterious and beautiful natural scene."
翠鳥,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只翠鸟站立在古老的树枝上，羽毛呈现出鲜艳的蓝绿色，翅膀边缘点缀着金色光泽。背景是淡雅的水墨山水画风格，远处有朦胧的山峦和潺潺流水，画面充满诗意和古韵。,动物\鸟名\翠鳥.png,cuiniao（翠鳥）,"A kingfisher stands on an ancient branch, its feathers showing a vibrant blue-green color, and the edges of its wings are adorned with a golden sheen. The background is an elegant ink landscape painting style, with hazy mountains and gurgling water in the distance, and the picture is full of poetry and ancient charm."
翳鳥,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"五彩之鳥,飛蔽一鄉,",prompt: 五彩之鸟，名为翳鸟，其羽毛斑斓绚丽，色彩斑斓如同彩虹般绚烂。它飞翔时翅膀展开宽广，足以遮蔽整个乡间，带来祥瑞与安宁。参考古代插画风格和传统中国美学的彩色水墨风格，描绘出一只充满神秘与美丽的大鸟，在天空中翱翔，下方是宁静祥和的乡村景色。,动物\鸟名\翳鳥.png,yiniao（翳鳥）,"prompt: The colorful bird, called the Yingni, has colorful and gorgeous feathers, and the colors are as brilliant as a rainbow. When it flies, its wings spread widely, enough to cover the entire countryside, bringing auspiciousness and tranquility. Referring to the colorful ink style of ancient illustration style and traditional Chinese aesthetics, it depicts a big bird full of mystery and beauty, soaring in the sky, with a serene and peaceful countryside scenery below."
嬰勺,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如鵲,赤目,赤喙,白身,其尾若勺,其鳴自呼,",prompt: 一只名为嬰勺的神鸟，其形状如同喜鹊，拥有红色的眼睛和喙，身体洁白无瑕，尾巴像一把勺子，它发出的声音就像在呼唤自己的名字。请以古代插画风格和传统中国美学的彩色水墨风格绘制这只神鸟，背景可以是山林或天空，展现出神秘而优雅的氛围。,动物\鸟名\嬰勺.png,yingshao（嬰勺）,"Prompt: A divine bird called the baby spoon, shaped like a magpie, with red eyes and a beak, a white and flawless body, and a tail like a spoon, it makes a sound like calling its own name. Please draw this divine bird in the color ink style of ancient illustration style and traditional Chinese aesthetics, and the background can be mountains or the sky, showing a mysterious and elegant atmosphere."
鴛鴦,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格的鸳鸯，色彩鲜艳而柔和，两只鸳鸯在水中亲密相依，周围是细腻的水波和盛开的莲花，背景为淡雅的山水景色，画面充满诗意与和谐美感。,动物\鸟名\鴛鴦.png,yuanyang（鴛鴦）,"prompt: The mandarin ducks in the style of traditional Chinese ink painting, the colors are bright and soft, the two mandarin ducks are intimately dependent on each other in the water, surrounded by delicate water waves and blooming lotus flowers, the background is an elegant landscape scenery, the picture is full of poetry and harmonious beauty."
䳋渠,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如山鷄,黒身,赤足,",prompt: 一只名为䳋渠的神秘鸟类，其形状类似山鸡，全身覆盖着乌黑发亮的羽毛，脚爪呈现出鲜艳的红色，仿佛是用朱砂染过一般。背景为幽静的山林，古木参天，云雾缭绕，营造出一种古老而神秘的氛围。整体画面采用传统中国彩色水墨风格，注重线条与色彩的融合，展现出浓厚的东方美学韵味。,动物\鸟名\䳋渠.png,tongqu（䳋渠）,"Prompt: A mysterious bird called the Canal, which resembles a pheasant in shape, is covered with black and shiny feathers, and its claws are bright red, as if they have been dyed with cinnabar. The background is a quiet mountain forest, with towering ancient trees and clouds and mist, creating an ancient and mysterious atmosphere. The overall picture adopts the traditional Chinese color ink style, focusing on the integration of lines and colors, showing a strong oriental aesthetic charm."
鴆,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古代神话中的鴆鸟，羽毛呈深紫色，翅膀边缘带有金色光泽，眼神锐利，站在枯枝上，背景为幽暗的森林，画面风格参考古代插画和传统中国美学的彩色水墨风格。,动物\鸟名\鴆.png,zhen（鴆）,"prompt: An ancient mythological ostrich, with dark purple feathers, golden sheen on the edges of its wings, sharp eyes, standing on a dead branch, with a dark forest in the background, the picture style refers to ancient illustrations and traditional Chinese aesthetics in the color ink style."
𪇆鳥,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"青鳥,身黄,赤足,六首,",prompt: 𪇆鳥，青鸟的一种，身体呈黄色，脚为红色，拥有六个头。请以古代插画风格和传统中国美学的彩色水墨风格绘制，注重展现其独特的六首特征，背景可以是山海经中的神秘山水，色彩要鲜艳且富有层次感，展现出神话世界的奇幻氛围。,动物\鸟名\𪇆鳥.png,chuniao（𪇆鳥）,"Prompt: 𪇆鳥, a type of bluebird, with a yellow body, red feet, and six heads. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics, focusing on showing its unique six characteristics, the background can be the mysterious landscape in the Classic of Mountains and Seas, the colors should be bright and layered, showing the fantasy atmosphere of the mythological world."
䳐鳥,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其色青黄,所經國亡,在女祭北,䳐鳥人靣,居山上,一曰維鳥青鳥黄鳥所集,",prompt：一只名为䳐鸟的神秘鸟类，其羽毛呈现出青黄相间的色彩。它所经过的地方，国家将会灭亡。位于女祭之北的山上，䳐鸟拥有人面，居住在山顶之上。据传，维鸟、青鸟和黄鸟都会聚集在它的周围。请以古代插画风格和传统中国美学的彩色水墨风格绘制这只神秘而美丽的䳐鸟。,动物\鸟名\䳐鳥.png,ciniao（䳐鳥）,"prompt: A mysterious bird called the Bird with blue and yellow feathers. Where it passes, the country will perish. Located on the mountain north of the female sacrifice, the bird has a human face and lives on the top of the mountain. It is rumored that the Victoria, Blue and Yellow Birds gather around it. Please draw this mysterious and beautiful bird in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics."
雉,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只雉鸟，羽毛色彩斑斓，以红、绿、蓝为主色调，尾巴长而华丽，具有古代插画风格和传统中国美学的彩色水墨风格，背景为山林景色，树木葱郁，溪流潺潺，画面充满自然和谐之美。,动物\鸟名\雉.png,zhi（雉）,"prompt: A pheasant bird, with colorful feathers, red, green, blue as the main colors, long and gorgeous tail, with ancient illustration style and traditional Chinese aesthetics color ink style, the background is the mountain and forest scenery, the trees are lush, the stream is gurgling, and the picture is full of natural harmony."
鸇,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古代神话中的鸇鸟，羽毛呈深褐色与白色相间，翅膀宽大有力，眼神锐利，站在一棵古老的松树枝上，背景是朦胧的山峦和云雾缭绕的天空，整体风格为传统中国彩色水墨画。,动物\鸟名\鸇.png,zhan（鸇）,"Prompt: An ancient mythical bustard with dark brown and white feathers, wide and powerful wings, sharp eyes, standing on an ancient pine branch, with hazy mountains and misty skies in the background, the overall style is traditional Chinese color ink painting."
㹥鳥,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"五彩之鳥,有冠,",prompt: 五彩斑斓的神鸟，拥有华丽的羽毛，色彩斑斓如同彩虹一般绚丽。头部戴着一顶精致的冠冕，显得格外尊贵和神秘。整体形象充满古代神话的气息，采用传统中国美学的彩色水墨风格绘制，展现出一种古典而优雅的美感。背景为淡淡的云雾和山水，增添了一种仙气十足的氛围。,动物\鸟名\㹥鳥.png,zhuniao（㹥鳥）,"prompt: A colorful divine bird with gorgeous feathers, colorful as a rainbow. The head wears a delicate crown, which is particularly noble and mysterious. The overall image is full of ancient mythology, painted in the color ink style of traditional Chinese aesthetics, showing a classical and elegant beauty. The background is faint clouds and mountains, adding a fairy-like atmosphere."
𩢢餘,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如烏,赤足,",prompt: 一只外形类似乌鸦的神鸟，名为𩢢餘，其最显著的特点是拥有一双赤红色的脚。请以古代插画风格和传统中国美学的彩色水墨风格描绘这只神秘的鸟类，背景可以是山海经中常见的山水景色，画面应充满神秘与古朴的气息。,动物\鸟名\𩢢餘.png,𩢢yu（𩢢餘）,"Prompt: A divine bird that resembles a crow, named 𩢢余, is most distinctive by having a pair of crimson feet. Please depict this mysterious bird in the style of ancient illustration and the colorful ink style of traditional Chinese aesthetics, the background can be the common landscape scenery in the Classic of Mountains and Seas, and the picture should be full of mystery and simplicity."
雌雉,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代神话中的雌雉，羽毛色彩斑斓，以翠绿、朱红和金色为主，尾羽长而华丽，眼睛明亮有神，姿态优雅地站立在山林之间，背景是幽静的山谷和茂密的树木，画面风格参考古代彩色水墨画，充满神秘与祥和的气息。,动物\鸟名\雌雉.png,cizhi（雌雉）,"prompt: The female pheasant in ancient mythology, the feathers are colorful, mainly emerald green, vermilion and gold, the tail feathers are long and gorgeous, the eyes are bright and divine, the posture is elegant between the mountains and forests, the background is a quiet valley and dense trees, the picture style refers to ancient color ink painting, full of mystery and peaceful atmosphere."
翟,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只翟鸟，羽毛五彩斑斓，翅膀宽大有力，飞翔在古老的山川之间，背景是水墨风格的山水画卷，远处有淡淡的云雾缭绕，近处有几株古松和奇石，整体画面充满神秘而优雅的气息。,动物\鸟名\翟.png,di（翟）,"prompt: A pheasant bird, with colorful feathers and wide and powerful wings, flying between ancient mountains and rivers, the background is an ink-style landscape painting, there are faint clouds and mist in the distance, and there are several ancient pines and strange stones nearby, and the overall picture is full of mysterious and elegant atmosphere."
大𪁐,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"三青鳥,赤首,黑目,",prompt: 三青鸟，赤首黑目，羽翼如翠绿宝石般闪耀，飞翔于云端之上，背景为古老的山川画卷，采用传统中国美学的彩色水墨风格，画面中融入细腻的云雾和古朴的山石，营造出神秘而宁静的氛围。,动物\鸟名\大𪁐.png,dali（大𪁐）,"Prompt: Three blue birds, red-headed and black-eyed, wings shine like emerald jewels, flying above the clouds, the background is an ancient mountain and river picture, using the colorful ink style of traditional Chinese aesthetics, the picture is integrated with delicate clouds and simple mountain rocks, creating a mysterious and tranquil atmosphere."
鵰,动物,鸟名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一只古代神鸟鵰，羽毛呈深褐色与白色相间，翅膀宽大有力，眼神锐利，爪子锋利，背景为山海经中的神秘山川，画面采用传统中国美学的彩色水墨风格，线条流畅，色彩淡雅，充满古风韵味。,动物\鸟名\鵰.png,diao（鵰）,"prompt: An ancient divine bird eagle, the feathers are dark brown and white, the wings are wide and powerful, the eyes are sharp, the claws are sharp, the background is the mysterious mountains and rivers in the Classic of Mountains and Seas, the picture adopts the color ink style of traditional Chinese aesthetics, the lines are smooth, the colors are elegant, and the charm is full of ancient charm."
