名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
觡,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 觡，古代神秘器物，形似鹿角，但比鹿角更为奇特，表面雕刻着山川河流与奇珍异兽的图案，充满神话色彩。整体呈现古铜色，边缘镶嵌有金色纹饰，展现出一种古老而庄重的气息。请以彩色水墨风格绘制，背景为云雾缭绕的山峦，增添几分神秘感。,器物\器物\觡.png,ge（觡）,"prompt: 觡, an ancient mysterious artifact, shaped like deer antlers, but more peculiar than deer antlers, the surface is carved with patterns of mountains, rivers and rare beasts, full of mythology. The overall color is bronze, and the edges are inlaid with gold decorations, showing an ancient and solemn atmosphere. Paint in a colorful ink style with misty mountains in the background, adding a touch of mystery."
鼔,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古老的鼔，青铜质地，表面雕刻着山海经中的奇异兽纹，鼓面紧绷着兽皮，边缘装饰有繁复的云雷纹，整体呈现出一种庄严而神秘的气息，背景是淡雅的水墨山水，风格参考古代插画和传统中国美学。,器物\器物\鼔.png,gu（鼔）,"prompt: Ancient turtle, bronze texture, the surface is carved with strange beast patterns from the Classic of Mountains and Seas, the drum head is tight with animal skin, and the edges are decorated with complex cloud and thunder patterns, the whole presents a solemn and mysterious atmosphere, the background is elegant ink landscape, the style refers to ancient illustrations and traditional Chinese aesthetics."
管,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统器物管，采用古代青铜器风格，表面雕刻着精细的云雷纹和夔龙纹，色彩以青铜绿为主，边缘略带铜锈痕迹，整体造型古朴典雅，具有浓厚的历史文化气息。背景为淡雅的水墨山水，增添几分神秘与宁静。,器物\器物\管.png,guan（管）,"prompt: Traditional Chinese utensils and pipes, in the style of ancient bronze, the surface is carved with fine cloud thunder patterns and Kuilong patterns, the color is mainly bronze green, the edges are slightly rusty, the overall shape is simple and elegant, with a strong historical and cultural atmosphere. The background is an elegant ink landscape, adding a bit of mystery and tranquility."
環,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学风格的彩色水墨画，描绘一个古老的环形器物，名为“環”。此环以青铜铸造，表面雕刻着细腻的云雷纹和夔龙纹，象征着天地之间的联系。环的中央镶嵌着一颗璀璨的宝石，散发出柔和而神秘的光芒。背景是淡雅的山水景色，远处有层峦叠嶂的山峰，近处则是潺潺流水和苍翠的松柏。整幅画面充满了古朴典雅的气息，展现了古代工匠的精湛技艺和对自然和谐共生的理念。,器物\器物\環.png,huan（環）,"prompt: Colorful ink painting in the traditional Chinese aesthetic style, depicting an ancient ring-shaped artifact called ""ring"". The ring is cast in bronze and is carved with delicate cloud and thunder patterns and Kuilong patterns on the surface, symbolizing the connection between heaven and earth. In the center of the ring is a brilliant gemstone that emits a soft and mysterious glow. The background is an elegant landscape scenery, with mountains and mountains in the distance, and gurgling water and verdant pines and cypresses nearby. The whole picture is full of simple and elegant atmosphere, showing the exquisite skills of ancient craftsmen and the concept of harmonious coexistence with nature."
檻,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代中国神话中的神秘器物檻，造型古朴典雅，四周雕刻着山海经中奇异的神兽和植物图案，整体呈现出青铜器的质感，色彩以青绿为主，细节处点缀金色，背景为淡雅的水墨山水，营造出一种悠远而神秘的氛围。,器物\器物\檻.png,kan（檻）,"prompt: The mysterious artifact cage in ancient Chinese mythology is simple and elegant, surrounded by strange mythical beasts and plant patterns in the Classic of Mountains and Seas, and the overall texture of bronze is presented, the color is mainly turquoise, the details are dotted with gold, and the background is an elegant ink landscape, creating a distant and mysterious atmosphere."
几,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学风格的彩色水墨画，几，一种古代祭祀用的礼器，形状为长方形，表面雕刻有精细的云雷纹和夔龙纹，边缘饰以回纹，整体呈现出庄重而神秘的气息，背景为淡雅的山水景色，营造出一种古朴典雅的氛围。,器物\器物\几.png,ji（几）,"prompt: Colorful ink painting in traditional Chinese aesthetic style, table, a kind of ancient sacrificial ritual vessel, the shape is rectangular, the surface is carved with fine cloud thunder patterns and Kuilong patterns, the edges are decorated with back patterns, the overall presentation of a solemn and mysterious atmosphere, the background is an elegant landscape scenery, creating a simple and elegant atmosphere."
九鍾,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"是知霜鳴,",prompt: 九鍾，古代神器，青铜质地，形态古朴庄重。钟身雕刻有精细的云纹和神兽图案，环绕着神秘的符文。每当霜降时节，九鍾会发出清脆悠扬的声音，仿佛在诉说着古老的传说。画面以传统中国美学的彩色水墨风格呈现，背景为深秋的山林，霜叶满地，雾气缭绕，增添几分神秘氛围。,器物\器物\九鍾.png,jiuzhong（九鍾）,"prompt: Nine bells, ancient artifacts, bronze texture, simple and solemn form. The bell body is carved with intricate cloud patterns and mythical beast motifs, surrounded by mysterious runes. Whenever the frost falls, the nine bells will emit a crisp and melodious sound, as if telling an ancient legend. The picture is presented in the color ink style of traditional Chinese aesthetics, with the background of the mountains and forests in late autumn, frost leaves on the ground, and mist swirling, adding a bit of mysterious atmosphere."
羅,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学彩色水墨风格，古代罗网，细腻的丝线交织成复杂的图案，轻盈透明，悬挂在古树枝上，阳光透过罗网洒下斑驳光影，周围是茂密的竹林和奇花异草，背景中隐约可见远山和云雾，整体氛围宁静而神秘。,器物\器物\羅.png,luo（羅）,"prompt: Traditional Chinese aesthetic color ink style, ancient nets, delicate silk threads intertwined into intricate patterns, light and transparent, hanging on ancient branches, the sunlight shines through the nets with mottled light and shadow, surrounded by dense bamboo forests and exotic flowers and plants, distant mountains and clouds are faintly visible in the background, the overall atmosphere is quiet and mysterious."
判木,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古老的判木，器物，充满神秘气息，木质纹理清晰可见，表面雕刻着复杂的山海经神话图案，如异兽、神灵和奇异植物，整体呈现深棕色，散发着淡淡的光芒，周围环绕着淡淡的雾气，传统中国美学的彩色水墨风格，画面中融入了古代插画的元素，背景为淡雅的山水景色，透露出一种幽静而庄严的氛围。,器物\器物\判木.png,panmu（判木）,"prompt: Ancient judgment wood, utensils, full of mysterious atmosphere, the wood texture is clearly visible, the surface is carved with complex mythological patterns of the Classic of Mountains and Seas, such as strange beasts, gods and strange plants, the overall appearance is dark brown, exuding a faint light, surrounded by a faint mist, the color ink style of traditional Chinese aesthetics, the picture incorporates elements of ancient illustrations, the background is an elegant landscape scenery, revealing a quiet and solemn atmosphere."
不死之藥,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统美学风格，彩色水墨画，描绘一个神秘而古老的药瓶，瓶身雕刻着复杂的纹饰和符文，散发出淡淡的光芒。药瓶周围环绕着云雾缭绕的仙境，仙鹤在空中飞翔，灵芝、瑶草等仙草在四周生长。画面中透出一种超凡脱俗的气息，象征着不死之藥的神奇与珍贵。,器物\器物\不死之藥.png,busizhiyao（不死之藥）,"prompt: Traditional Chinese aesthetic style, colorful ink painting, depicting a mysterious and ancient medicine bottle, carved with intricate patterns and runes, emitting a faint light. The medicine bottle is surrounded by a misty fairyland, cranes fly in the air, and fairy grasses such as Ganoderma lucidum and Yaocao grow around. The picture reveals an otherworldly atmosphere, symbolizing the magic and preciousness of the elixir of immortality."
筭,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代计数工具筭，由细长的竹片或木片制成，每片上刻有数字和符号，排列整齐，置于精美的木盒中。背景为淡雅的水墨山水，风格古朴典雅，色彩以淡墨为主，点缀少许朱砂和石绿，展现传统中国美学。,器物\器物\筭.png,suan（筭）,"prompt: An ancient counting tool basket, made of slender bamboo or wood chips, each engraved with numbers and symbols, neatly arranged in a beautiful wooden box. The background is an elegant ink landscape, the style is simple and elegant, the color is mainly light ink, embellished with a little cinnabar and stone green, showing traditional Chinese aesthetics."
柝,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：柝，古代报警用的木制打击乐器，形状类似长方形木板，两侧有孔可以系绳。请以传统中国美学的彩色水墨风格绘制，背景为夜晚的山林，月光透过稀疏的云层洒在古朴的柝上，柝身上的纹理清晰可见，周围点缀着几朵绽放的夜来香，增添几分幽静与神秘感。,器物\器物\柝.png,tuo（柝）,"prompt: 柟, a wooden percussion instrument used for ancient alarms, shaped like a rectangular wooden board, with holes on both sides to tie the rope. Please paint in the color ink style of traditional Chinese aesthetics, the background is the mountains and forests at night, the moonlight shines through the sparse clouds on the quaint watch, the texture of the watchmon is clearly visible, and the surrounding is dotted with a few blooming night incense, adding a bit of tranquility and mystery."
車,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格，古代战车，车身雕刻有精细的云纹和龙纹，车轮巨大且饰有繁复的花纹，车身两侧悬挂着铜铃，前方有两只神兽拉车，背景为山川河流，展现出一种庄重而神秘的气息。,器物\器物\車.png,che（車）,"prompt: Traditional Chinese color ink style, ancient chariot, the body is carved with fine cloud patterns and dragon patterns, the wheels are huge and decorated with complex patterns, copper bells are hung on both sides of the body, and there are two mythical beasts pulling the cart in front, with mountains and rivers in the background, showing a solemn and mysterious atmosphere."
舡,器物,器物,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一艘古老的舡，船身用粗壮的原木制成，表面雕刻着精美的山海经神兽图案，船头高高翘起，形如龙首，船尾则呈凤尾状，整体线条流畅而富有动感。船帆上绘有云纹和波浪，随风轻轻摆动，仿佛在讲述着远古的神话故事。整艘舡沉浸在一片朦胧的雾气中，背景是苍茫的山川与江河，展现出一种神秘而庄严的氛围。,器物\器物\舡.png,chuan（舡）,"prompt: An ancient ship, the hull is made of thick logs, the surface is carved with exquisite patterns of mountains and seas, the bow is raised high, shaped like a dragon's head, and the stern is phoenix tail-shaped, and the overall lines are smooth and dynamic. The sails are painted with clouds and waves, gently swaying in the wind, as if telling ancient mythological stories. The whole ship is immersed in a hazy fog, with vast mountains and rivers in the background, showing a mysterious and solemn atmosphere."
